pol.	phi	weight
0.3	28.3319	1
0.3	0.299727	1
0.3	-52.029	1
0.3	-122.21	1
0.3	76.1782	1
0.3	-85.0045	1
0.3	-55.0871	1
0.3	-87.3285	1
0.3	113.162	1
0.3	-94.1987	1
0.3	-48.3441	1
0.3	-63.4561	1
0.3	8.4285	1
0.3	130.81	1
0.3	-60.7733	1
0.3	-130.623	1
0.3	-62.6733	1
0.3	69.4416	1
0.3	90.2009	1
0.3	-53.1147	1
0.3	167.742	1
0.3	161.206	1
0.3	10.0982	1
0.3	-41.5742	1
0.3	-24.4398	1
0.3	32.1948	1
0.3	80.7208	1
0.3	-97.7397	1
0.3	-126.193	1
0.3	-42.4346	1
0.3	65.5063	1
0.3	157.67	1
0.3	86.3964	1
0.3	16.5985	1
0.3	15.5279	1
0.3	39.7536	1
0.3	-79.7908	1
0.3	-105.512	1
0.3	60.0731	1
0.3	160.13	1
0.3	1.19863	1
0.3	-178.711	1
0.3	-135.136	1
0.3	59.8064	1
0.3	11.2453	1
0.3	137.435	1
0.3	-31.0166	1
0.3	108.653	1
0.3	-167.413	1
0.3	-169.597	1
0.3	-127.552	1
0.3	-23.9512	1
0.3	58.6801	1
0.3	157.995	1
0.3	132.34	1
0.3	103.663	1
0.3	-172.989	1
0.3	108.864	1
0.3	-159.568	1
0.3	-96.3834	1
0.3	101.033	1
0.3	-52.7215	1
0.3	59.6859	1
0.3	173.692	1
0.3	-90.5121	1
0.3	-174.932	1
0.3	-41.7207	1
0.3	38.6841	1
0.3	174.714	1
0.3	-131.492	1
0.3	134.01	1
0.3	108.757	1
0.3	-81.6699	1
0.3	70.3264	1
0.3	-17.599	1
0.3	-5.51032	1
0.3	-164.016	1
0.3	111.88	1
0.3	-105.313	1
0.3	73.6737	1
0.3	83.2765	1
0.3	-119.39	1
0.3	5.27489	1
0.3	-131.312	1
0.3	123.386	1
0.3	-41.8238	1
0.3	159.081	1
0.3	-79.0196	1
0.3	114.854	1
0.3	-131.823	1
0.3	99.7375	1
0.3	144.495	1
0.3	84.0881	1
0.3	-91.4247	1
0.3	107.665	1
0.3	150.007	1
0.3	-72.59	1
0.3	-117.076	1
0.3	40.1266	1
0.3	-83.7511	1
0.3	-25.8442	1
0.3	-53.7433	1
0.3	-94.5363	1
0.3	-79.4811	1
0.3	57.4391	1
0.3	166.827	1
0.3	-22.3587	1
0.3	96.4827	1
0.3	7.08013	1
0.3	47.4468	1
0.3	-67.8294	1
0.3	-82.2991	1
0.3	54.9831	1
0.3	143.178	1
0.3	-36.4676	1
0.3	73.6648	1
0.3	53.2395	1
0.3	27.1432	1
0.3	13.3696	1
0.3	-58.8373	1
0.3	-59.9614	1
0.3	-4.30399	1
0.3	164.09	1
0.3	-28.7422	1
0.3	155.574	1
0.3	-120.9	1
0.3	71.1922	1
0.3	-141.686	1
0.3	-14.3785	1
0.3	71.8019	1
0.3	167.629	1
0.3	16.0439	1
0.3	122.879	1
0.3	-144.244	1
0.3	87.6282	1
0.3	28.7352	1
0.3	127.557	1
0.3	92.8853	1
0.3	-53.3061	1
0.3	178.452	1
0.3	-12.943	1
0.3	-45.7919	1
0.3	29.1125	1
0.3	-110.771	1
0.3	-63.7868	1
0.3	48.9965	1
0.3	-85.0155	1
0.3	-177.485	1
0.3	41.8102	-0.0714286
0.3	5.74052	-0.0714286
0.3	-127.624	-0.0714286
0.3	-153.891	-0.0714286
0.3	175.916	-0.0714286
0.3	9.0681	-0.0714286
0.3	-128.992	-0.0714286
0.3	85.177	-0.0714286
0.3	-161.684	-0.0714286
0.3	157.014	-0.0714286
0.3	151.883	-0.0714286
0.3	60.7253	-0.0714286
0.3	164.096	-0.0714286
0.3	6.89397	-0.0714286
0.3	177.511	-0.0714286
0.3	37.3582	-0.0714286
0.3	-52.0977	-0.0714286
0.3	142.677	-0.0714286
0.3	-79.8454	-0.0714286
0.3	-165.996	-0.0714286
0.3	6.38015	-0.0714286
0.3	-32.2621	-0.0714286
0.3	32.285	-0.0714286
0.3	15.6279	-0.0714286
0.3	54.4611	-0.0714286
0.3	-87.9296	-0.0714286
0.3	154.983	-0.0714286
0.3	-89.777	-0.0714286
0.3	-166.569	-0.0714286
0.3	-111.297	-0.0714286
0.3	66.8293	-0.0714286
0.3	148.978	-0.0714286
0.3	-112.224	-0.0714286
0.3	-92.8516	-0.0714286
0.3	-14.2451	-0.0714286
0.3	134.935	-0.0714286
0.3	82.3003	-0.0714286
0.3	9.23451	-0.0714286
0.3	117.855	-0.0714286
0.3	-98.938	-0.0714286
0.3	-99.9366	-0.0714286
0.3	76.9853	-0.0714286
0.3	-151.178	-0.0714286
0.3	15.7127	-0.0714286
0.3	-131.143	-0.0714286
0.3	-49.6797	-0.0714286
0.3	-43.441	-0.0714286
0.3	123.882	-0.0714286
0.3	-25.9502	-0.0714286
0.3	-172.61	-0.0714286
0.3	-66.2333	-0.0714286
0.3	131.717	-0.0714286
0.3	-123.533	-0.0714286
0.3	-49.2427	-0.0714286
0.3	59.5311	-0.0714286
0.3	-68.3733	-0.0714286
0.3	-133.525	-0.0714286
0.3	-149.921	-0.0714286
0.3	35.7874	-0.0714286
0.3	-128.865	-0.0714286
0.3	-118.736	-0.0714286
0.3	57.1128	-0.0714286
0.3	-153.336	-0.0714286
0.3	92.5992	-0.0714286
0.3	-56.9978	-0.0714286
0.3	138.993	-0.0714286
0.3	-132.731	-0.0714286
0.3	86.9739	-0.0714286
0.3	47.1878	-0.0714286
0.3	29.7269	-0.0714286
0.3	-145.177	-0.0714286
0.3	-125.085	-0.0714286
0.3	145.966	-0.0714286
0.3	99.106	-0.0714286
0.3	86.2513	-0.0714286
0.3	-170.786	-0.0714286
0.3	-5.44284	-0.0714286
0.3	-120.046	-0.0714286
0.3	84.4186	-0.0714286
0.3	-63.323	-0.0714286
0.3	-39.9527	-0.0714286
0.3	-179.521	-0.0714286
0.3	62.6897	-0.0714286
0.3	-113.979	-0.0714286
0.3	149.508	-0.0714286
0.3	174.859	-0.0714286
0.3	26.1891	-0.0714286
0.3	-123.75	-0.0714286
0.3	165.751	-0.0714286
0.3	-147.791	-0.0714286
0.3	28.0154	-0.0714286
0.3	-53.311	-0.0714286
0.3	-178.475	-0.0714286
0.3	122.083	-0.0714286
0.3	98.2729	-0.0714286
0.3	-154.609	-0.0714286
0.3	143.188	-0.0714286
0.3	-32.8553	-0.0714286
0.3	68.8795	-0.0714286
0.3	133.55	-0.0714286
0.3	-108.647	-0.0714286
0.3	-74.3273	-0.0714286
0.3	165.213	-0.0714286
0.3	97.0707	-0.0714286
-0.25	64.7079	1
-0.25	75.1939	1
-0.25	91.6643	1
-0.25	-168.513	1
-0.25	-74.4663	1
-0.25	-170.362	1
-0.25	-120.178	1
-0.25	67.9562	1
-0.25	-97.7005	1
-0.25	-88.5159	1
-0.25	65.4408	1
-0.25	-16.6009	1
-0.25	-159.894	1
-0.25	38.0061	1
-0.25	-68.4213	1
-0.25	-134.756	1
-0.25	143.971	1
-0.25	16.1207	1
-0.25	-73.3471	1
-0.25	9.64249	1
-0.25	-86.101	1
-0.25	-8.64689	1
-0.25	-81.6418	1
-0.25	29.1863	1
-0.25	-132.777	1
-0.25	-177.429	1
-0.25	-103.791	1
-0.25	133.621	1
-0.25	-45.2149	1
-0.25	-177.68	1
-0.25	3.78153	1
-0.25	41.5033	1
-0.25	154.784	1
-0.25	50.7745	1
-0.25	-173.119	1
-0.25	-1.9464	1
-0.25	-141.605	1
-0.25	124.522	1
-0.25	174.82	1
-0.25	-178.219	1
-0.25	-70.0458	1
-0.25	122.53	1
-0.25	128.441	1
-0.25	-70.8407	1
-0.25	-88.0558	1
-0.25	-120.168	1
-0.25	99.4607	1
-0.25	-147.827	1
-0.25	29.2882	1
-0.25	160.71	1
-0.25	-77.7217	1
-0.25	105.398	1
-0.25	55.4863	1
-0.25	-99.9689	1
-0.25	-60.5391	1
-0.25	38.6403	1
-0.25	-43.7797	1
-0.25	18.1894	1
-0.25	42.0742	1
-0.25	99.6452	1
-0.25	-74.5444	1
-0.25	97.454	1
-0.25	-72.0967	1
-0.25	-8.71837	1
-0.25	92.7371	1
-0.25	169.679	1
-0.25	-158.233	1
-0.25	-77.5172	1
-0.25	-91.4412	1
-0.25	140.823	1
-0.25	-12.2304	1
-0.25	-134.198	1
-0.25	-22.3188	1
-0.25	-98.6357	1
-0.25	-56.2838	1
-0.25	-66.5159	1
-0.25	20.6586	1
-0.25	-2.07651	1
-0.25	110.297	1
-0.25	-162.346	1
-0.25	178.399	1
-0.25	3.35598	1
-0.25	49.0382	1
-0.25	111.539	1
-0.25	11.0141	1
-0.25	-126.155	1
-0.25	137.642	1
-0.25	101.6	1
-0.25	178.132	1
-0.25	52.1185	1
-0.25	116.826	1
-0.25	159.098	1
-0.25	109.958	1
-0.25	-169	1
-0.25	-149.364	1
-0.25	-149.359	1
-0.25	66.9385	1
-0.25	167.615	1
-0.25	-57.3476	1
-0.25	112.668	1
-0.25	-65.5026	1
-0.25	153.051	1
-0.25	121.003	1
-0.25	-62.4191	1
-0.25	81.8417	1
-0.25	46.2591	1
-0.25	-76.0756	1
-0.25	-50.6485	1
-0.25	82.7456	-0.0714286
-0.25	141.202	-0.0714286
-0.25	169.59	-0.0714286
-0.25	-112.417	-0.0714286
-0.25	-96.5248	-0.0714286
-0.25	-34.9055	-0.0714286
-0.25	72.8244	-0.0714286
-0.25	167.58	-0.0714286
-0.25	24.4182	-0.0714286
-0.25	123.489	-0.0714286
-0.25	-29.5105	-0.0714286
-0.25	29.4813	-0.0714286
-0.25	-50.0154	-0.0714286
-0.25	28.4401	-0.0714286
-0.25	164.509	-0.0714286
-0.25	-137.545	-0.0714286
-0.25	112.876	-0.0714286
-0.25	-24.128	-0.0714286
-0.25	-48.7088	-0.0714286
-0.25	127.477	-0.0714286
-0.25	-102.95	-0.0714286
-0.25	110.382	-0.0714286
-0.25	137.546	-0.0714286
-0.25	142.776	-0.0714286
-0.25	-145.102	-0.0714286
-0.25	-129.197	-0.0714286
-0.25	-26.1077	-0.0714286
-0.25	-141.279	-0.0714286
-0.25	121.265	-0.0714286
-0.25	101.63	-0.0714286
-0.25	136.183	-0.0714286
-0.25	176.306	-0.0714286
-0.25	-151.081	-0.0714286
-0.25	-22.3617	-0.0714286
-0.25	114.947	-0.0714286
-0.25	158.535	-0.0714286
-0.25	-65.1324	-0.0714286
-0.25	62.0065	-0.0714286
-0.25	116.764	-0.0714286
-0.25	-88.8751	-0.0714286
-0.25	-28.9419	-0.0714286
-0.25	-74.0611	-0.0714286
-0.25	109.55	-0.0714286
-0.25	164.684	-0.0714286
-0.25	14.3528	-0.0714286
-0.25	74.4445	-0.0714286
-0.25	141.743	-0.0714286
-0.25	131.641	-0.0714286
-0.25	-123.158	-0.0714286
-0.25	-80.2991	-0.0714286
-0.25	102.085	-0.0714286
-0.25	52.413	-0.0714286
-0.25	-42.4992	-0.0714286
-0.25	47.3026	-0.0714286
-0.25	-132.293	-0.0714286
-0.25	-161.759	-0.0714286
-0.25	88.9067	-0.0714286
-0.25	160.209	-0.0714286
-0.25	-35.2857	-0.0714286
-0.25	-12.8686	-0.0714286
-0.25	-162.232	-0.0714286
-0.25	-64.5612	-0.0714286
-0.25	33.6345	-0.0714286
-0.25	20.4318	-0.0714286
-0.25	142.464	-0.0714286
-0.25	56.9491	-0.0714286
-0.25	10.6552	-0.0714286
-0.25	74.1393	-0.0714286
-0.25	-48.7809	-0.0714286
-0.25	-47.0633	-0.0714286
-0.25	94.6673	-0.0714286
-0.25	1.64949	-0.0714286
-0.25	-130.519	-0.0714286
-0.25	-50.3711	-0.0714286
-0.25	-144.206	-0.0714286
-0.25	89.0188	-0.0714286
0.3	-58.1521	1
0.3	103.784	1
0.3	165.441	1
0.3	20.682	1
0.3	-143.772	1
0.3	-34.8335	1
0.3	138.842	1
0.3	122.424	1
0.3	-141.671	1
0.3	166.641	1
0.3	80.3781	1
0.3	-33.1332	1
0.3	39.3955	1
0.3	-10.5112	1
0.3	156.057	1
0.3	126.599	1
0.3	-112.318	1
0.3	70.9192	1
0.3	-172.319	1
0.3	-79.8208	1
0.3	-166.036	1
0.3	-50.1916	1
0.3	-73.4244	1
0.3	105.702	1
0.3	-112.144	1
0.3	-128.063	1
0.3	32.9592	1
0.3	85.3256	1
0.3	-168.355	1
0.3	-42.2565	1
0.3	25.1485	1
0.3	121.367	1
0.3	-32.9775	1
0.3	25.3838	1
0.3	7.13909	1
0.3	-22.7205	1
0.3	-86.6879	1
0.3	10.1619	1
0.3	9.61945	1
0.3	-36.284	1
0.3	88.0284	1
0.3	-140.427	1
0.3	-35.0293	1
0.3	44.799	1
0.3	-36.2633	1
0.3	164.937	1
0.3	89.0889	1
0.3	-60.9582	1
0.3	71.4251	1
0.3	30.1758	1
0.3	98.8132	1
0.3	18.3418	1
0.3	19.5083	1
0.3	179.935	1
0.3	135.767	1
0.3	-28.6164	1
0.3	-58.4549	1
0.3	7.00775	1
0.3	133.984	1
0.3	-94.5101	1
0.3	-80.1818	1
0.3	-75.4026	1
0.3	69.3579	1
0.3	75.0298	1
0.3	26.1391	1
0.3	-145.083	1
0.3	179.55	1
0.3	-125.595	1
0.3	-41.3179	1
0.3	-28.8721	1
0.3	151.891	1
0.3	64.4395	1
0.3	-92.1239	1
0.3	159.218	1
0.3	-119.268	1
0.3	139.026	1
0.3	-17.8102	1
0.3	-122.49	1
0.3	59.4394	1
0.3	168.08	1
0.3	79.7384	1
0.3	18.0629	1
0.3	-147.262	1
0.3	158.996	1
0.3	-161.413	1
0.3	-31.2641	1
0.3	-81.5121	1
0.3	-32.6354	1
0.3	169.42	1
0.3	-96.5781	1
0.3	45.2131	1
0.3	150.933	1
0.3	110.558	1
0.3	24.384	1
0.3	-14.3237	1
0.3	142.513	1
0.3	-116.722	1
0.3	-153.911	1
0.3	-155.687	1
0.3	86.4383	1
0.3	24.831	1
0.3	20.4648	1
0.3	107.735	1
0.3	-30.9266	1
0.3	-157.241	1
0.3	-19.6328	1
0.3	72.0415	1
0.3	14.7328	1
0.3	-89.8212	1
0.3	64.205	1
0.3	-132.946	1
0.3	87.3443	1
0.3	-19.4513	1
0.3	128.006	1
0.3	-138.977	1
0.3	-71.3192	1
0.3	143.627	1
0.3	8.49577	1
0.3	12.2671	1
0.3	88.0715	1
0.3	146.576	1
0.3	36.296	1
0.3	153.166	1
0.3	-168.281	1
0.3	95.1638	1
0.3	93.1261	1
0.3	-50.8741	1
0.3	128.567	1
0.3	58.1876	1
0.3	89.3177	1
0.3	-159.778	1
0.3	-143.4	1
0.3	-17.034	1
0.3	-25.7377	1
0.3	-41.4308	1
0.3	-171.961	1
0.3	-85.0381	1
0.3	0.429477	1
0.3	58.1927	1
0.3	25.7679	1
0.3	35.7245	1
0.3	-47.5937	1
0.3	58.5281	1
0.3	10.1686	1
0.3	-161.789	1
0.3	40.7092	1
0.3	-67.815	1
0.3	118.029	1
0.3	-99.1563	-0.0380952
0.3	-86.7663	-0.0380952
0.3	62.6219	-0.0380952
0.3	-17.0809	-0.0380952
0.3	-109.849	-0.0380952
0.3	-177.278	-0.0380952
0.3	-86.8257	-0.0380952
0.3	-38.785	-0.0380952
0.3	92.0853	-0.0380952
0.3	-127.494	-0.0380952
0.3	-1.42897	-0.0380952
0.3	-7.83102	-0.0380952
0.3	-137.154	-0.0380952
0.3	46.3489	-0.0380952
0.3	143.485	-0.0380952
0.3	123.826	-0.0380952
0.3	-171.701	-0.0380952
0.3	137.37	-0.0380952
0.3	128.302	-0.0380952
0.3	-127.329	-0.0380952
0.3	-157.758	-0.0380952
0.3	23.1601	-0.0380952
0.3	152.884	-0.0380952
0.3	-179.423	-0.0380952
0.3	130.588	-0.0380952
0.3	-84.4476	-0.0380952
0.3	43.3295	-0.0380952
0.3	111.225	-0.0380952
0.3	-134.298	-0.0380952
0.3	102.211	-0.0380952
0.3	-22.9602	-0.0380952
0.3	106.398	-0.0380952
0.3	-30.8041	-0.0380952
0.3	165.151	-0.0380952
0.3	-43.3185	-0.0380952
0.3	47.4598	-0.0380952
0.3	-127.975	-0.0380952
0.3	80.8929	-0.0380952
0.3	-174.929	-0.0380952
0.3	35.7536	-0.0380952
0.3	84.134	-0.0380952
0.3	30.1681	-0.0380952
0.3	-84.6944	-0.0380952
0.3	96.2562	-0.0380952
0.3	172.81	-0.0380952
0.3	89.1203	-0.0380952
0.3	-55.8127	-0.0380952
0.3	-3.44399	-0.0380952
0.3	108.519	-0.0380952
0.3	-5.23783	-0.0380952
0.3	-145.786	-0.0380952
0.3	-97.2398	-0.0380952
0.3	-50.5047	-0.0380952
0.3	49.3898	-0.0380952
0.3	-112.675	-0.0380952
0.3	-166.677	-0.0380952
0.3	18.8183	-0.0380952
0.3	107.919	-0.0380952
0.3	7.65406	-0.0380952
0.3	174.525	-0.0380952
0.3	171.688	-0.0380952
0.3	111.382	-0.0380952
0.3	73.5252	-0.0380952
0.3	-85.378	-0.0380952
0.3	-164.922	-0.0380952
0.3	-111.725	-0.0380952
0.3	12.1875	-0.0380952
0.3	-4.73242	-0.0380952
0.3	155.756	-0.0380952
0.3	-0.545068	-0.0380952
0.3	-103.751	-0.0380952
0.3	49.6279	-0.0380952
0.3	-154.055	-0.0380952
0.3	-166.997	-0.0380952
0.3	-146.838	-0.0380952
0.3	-154.832	-0.0380952
0.3	53.5714	-0.0380952
0.3	-90.6592	-0.0380952
0.3	9.87581	-0.0380952
0.3	-131.667	-0.0380952
0.3	-99.5075	-0.0380952
0.3	0.982484	-0.0380952
0.3	-34.768	-0.0380952
0.3	35.715	-0.0380952
0.3	-57.0698	-0.0380952
0.3	-19.851	-0.0380952
0.3	-34.8995	-0.0380952
0.3	-75.0868	-0.0380952
0.3	77.4823	-0.0380952
0.3	-64.6638	-0.0380952
0.3	-122.278	-0.0380952
0.3	175.594	-0.0380952
0.3	67.0841	-0.0380952
0.3	-151.347	-0.0380952
0.3	-157.402	-0.0380952
0.3	-137.505	-0.0380952
0.3	51.6721	-0.0380952
0.3	-107.244	-0.0380952
0.3	-44.8089	-0.0380952
0.3	-88.8983	-0.0380952
0.3	-135.879	-0.0380952
0.3	146.182	-0.0380952
0.3	-69.9161	-0.0380952
0.3	23.1685	-0.0380952
0.3	-173.511	-0.0380952
0.3	5.94769	-0.0380952
0.3	-73.7964	-0.0380952
0.3	-0.836645	-0.0380952
0.3	-68.9166	-0.0380952
0.3	-91.1212	-0.0380952
0.3	175.924	-0.0380952
0.3	46.6915	-0.0380952
0.3	137.121	-0.0380952
0.3	-17.4782	-0.0380952
0.3	-104.199	-0.0380952
0.3	27.0399	-0.0380952
0.3	-16.7016	-0.0380952
0.3	101.495	-0.0380952
0.3	-8.90326	-0.0380952
0.3	-4.47937	-0.0380952
0.3	105.953	-0.0380952
0.3	-12.4163	-0.0380952
0.3	-154.194	-0.0380952
0.3	73.0479	-0.0380952
0.3	102.385	-0.0380952
0.3	148.544	-0.0380952
0.3	47.2329	-0.0380952
0.3	77.4241	-0.0380952
0.3	-60.6229	-0.0380952
0.3	-129.066	-0.0380952
0.3	-152.692	-0.0380952
0.3	169.069	-0.0380952
0.3	-138.906	-0.0380952
0.3	-24.1045	-0.0380952
0.3	-85.2854	-0.0380952
0.3	49.3056	-0.0380952
0.3	98.6423	-0.0380952
0.3	-45.7232	-0.0380952
0.3	-54.243	-0.0380952
0.3	149.974	-0.0380952
0.3	-116.797	-0.0380952
0.3	109.004	-0.0380952
0.3	-13.2331	-0.0380952
0.3	-29.6631	-0.0380952
0.3	95.4856	-0.0380952
0.3	-142.826	-0.0380952
0.3	-15.0073	-0.0380952
0.3	165.954	-0.0380952
0.3	30.1527	-0.0380952
0.3	-177.7	-0.0380952
0.3	-57.9004	-0.0380952
0.3	84.7186	-0.0380952
0.3	61.1286	-0.0380952
0.3	-176.813	-0.0380952
0.3	-107.609	-0.0380952
0.3	-14.6467	-0.0380952
0.3	-50.1796	-0.0380952
0.3	-28.7919	-0.0380952
0.3	-100.581	-0.0380952
0.3	-176.9	-0.0380952
0.3	149.942	-0.0380952
0.3	158.487	-0.0380952
0.3	12.2719	-0.0380952
0.3	-39.8538	-0.0380952
0.3	33.4782	-0.0380952
0.3	64.7821	-0.0380952
0.3	-167.518	-0.0380952
0.3	-16.2122	-0.0380952
0.3	38.5054	-0.0380952
0.3	-90.1361	-0.0380952
0.3	35.3025	-0.0380952
0.3	63.1144	-0.0380952
0.3	122.217	-0.0380952
0.3	167.297	-0.0380952
0.3	22.8589	-0.0380952
0.3	168.71	-0.0380952
0.3	-101.824	-0.0380952
0.3	134.867	-0.0380952
0.3	-53.2952	-0.0380952
0.3	59.3429	-0.0380952
0.3	136.001	-0.0380952
0.3	63.0853	-0.0380952
0.3	120.426	-0.0380952
0.3	135.865	-0.0380952
0.3	-159.097	-0.0380952
0.3	-60.273	-0.0380952
0.3	33.0998	-0.0380952
0.3	-148.05	-0.0380952
0.3	75.0769	-0.0380952
0.3	140.25	-0.0380952
0.3	-39.1988	-0.0380952
0.3	178.704	-0.0380952
0.3	-102.874	-0.0380952
0.3	76.2977	-0.0380952
0.3	72.2997	-0.0380952
-0.25	-47.1941	1
-0.25	110.765	1
-0.25	151.41	1
-0.25	-154.059	1
-0.25	147.985	1
-0.25	-179.531	1
-0.25	-131.717	1
-0.25	42.9566	1
-0.25	72.1505	1
-0.25	-19.705	1
-0.25	-24.6889	1
-0.25	2.15982	1
-0.25	-56.3242	1
-0.25	-37.6689	1
-0.25	-25.3307	1
-0.25	49.8765	1
-0.25	-131.938	1
-0.25	33.7242	1
-0.25	0.66382	1
-0.25	100.673	1
-0.25	-175.468	1
-0.25	-140.327	1
-0.25	-106.558	1
-0.25	-9.28834	1
-0.25	88.5135	1
-0.25	30.3184	1
-0.25	-121.939	1
-0.25	162.874	1
-0.25	45.5132	1
-0.25	19.9206	1
-0.25	152.336	1
-0.25	-67.4582	1
-0.25	29.3884	1
-0.25	-178.4	1
-0.25	72.0292	1
-0.25	-175.965	1
-0.25	10.4309	1
-0.25	-59.4582	1
-0.25	-35.6855	1
-0.25	100.29	1
-0.25	40.0227	1
-0.25	-122.122	1
-0.25	-26.1393	1
-0.25	-71.0219	1
-0.25	90.7179	1
-0.25	-109.53	1
-0.25	-169.371	1
-0.25	-119.94	1
-0.25	3.15594	1
-0.25	28.9096	1
-0.25	-32.6223	1
-0.25	-28.8236	1
-0.25	-141.838	1
-0.25	84.6961	1
-0.25	102.356	1
-0.25	-77.6129	1
-0.25	44.8049	1
-0.25	20.4062	1
-0.25	-64.9347	1
-0.25	-53.5117	1
-0.25	138.673	1
-0.25	-49.4004	1
-0.25	26.6506	1
-0.25	88.4393	1
-0.25	83.9532	1
-0.25	-16.9789	1
-0.25	-98.5787	1
-0.25	141.435	1
-0.25	38.9312	1
-0.25	130.295	1
-0.25	-90.8276	1
-0.25	16.4095	1
-0.25	99.3595	1
-0.25	-46.7451	1
-0.25	-157.263	1
-0.25	-105.343	1
-0.25	-172.999	1
-0.25	89.0149	1
-0.25	60.2715	1
-0.25	-120.699	1
-0.25	125.326	1
-0.25	-172.648	1
-0.25	-18.334	1
-0.25	1.71282	1
-0.25	-2.51186	1
-0.25	-15.674	1
-0.25	-18.0105	1
-0.25	93.3717	1
-0.25	-126.893	1
-0.25	-142.685	1
-0.25	-39.6604	1
