pol.	phi	weight
0.3	-157.737	1
0.3	140.872	1
0.3	-109.516	1
0.3	-109.117	1
0.3	56.1232	1
0.3	179.358	1
0.3	146.034	1
0.3	-175.554	1
0.3	159.432	1
0.3	-121.915	1
0.3	137.574	1
0.3	-12.5293	1
0.3	-178.163	1
0.3	112.205	1
0.3	-38.4302	1
0.3	-57.0011	1
0.3	-99.5103	1
0.3	-151.8	1
0.3	70.3441	1
0.3	-28.2909	1
0.3	174.896	1
0.3	-108.339	1
0.3	-93.6482	1
0.3	-11.7412	1
0.3	54.8677	1
0.3	-37.956	1
0.3	-92.1046	1
0.3	-45.6388	1
0.3	175.954	1
0.3	171.796	1
0.3	-54.9713	1
0.3	-130.748	1
0.3	172.71	1
0.3	81.9452	1
0.3	-70.4696	1
0.3	138.757	1
0.3	11.5383	1
0.3	-171.029	1
0.3	53.807	1
0.3	32.3584	1
0.3	-114.6	1
0.3	95.4524	1
0.3	9.26164	1
0.3	-22.0239	1
0.3	-133.691	1
0.3	-77.8041	1
0.3	160.429	1
0.3	-52.0239	1
0.3	-135.083	1
0.3	166.143	1
0.3	-82.5006	1
0.3	-105.737	1
0.3	-84.8918	1
0.3	-143.135	1
0.3	162.387	1
0.3	-1.59306	1
0.3	93.1944	1
0.3	-85.6758	1
0.3	74.8752	1
0.3	-29.4412	1
0.3	49.8754	1
0.3	41.9007	1
0.3	172.301	1
0.3	-101.862	1
0.3	-91.2685	1
0.3	-53.9412	1
0.3	153.443	1
0.3	-132.899	1
0.3	90.7683	1
0.3	-120.746	1
0.3	-85.0062	1
0.3	-164.759	1
0.3	-59.6492	1
0.3	-110.389	1
0.3	18.7547	1
0.3	-17.571	1
0.3	171.399	1
0.3	-65.9672	1
0.3	55.4188	1
0.3	129.041	1
0.3	-172.555	1
0.3	-112.36	1
0.3	132.65	1
0.3	-143.38	1
0.3	-173.381	1
0.3	163.933	1
0.3	148.496	1
0.3	115.708	1
0.3	-166.631	1
0.3	111.768	1
0.3	-63.4727	1
0.3	-59.3001	1
0.3	155.736	1
0.3	117.297	1
0.3	63.4158	1
0.3	148.307	1
0.3	-68.9332	1
0.3	174.578	1
0.3	130.183	1
0.3	-118.956	1
0.3	5.02359	1
0.3	139.685	1
0.3	57.563	1
0.3	15.4745	1
0.3	65.3339	1
0.3	-12.4196	1
0.3	81.1729	1
0.3	-9.80478	1
0.3	-130.904	1
0.3	153.635	1
0.3	-49.9928	1
0.3	109.336	1
0.3	-15.7185	1
0.3	172.725	1
0.3	-53.1937	1
0.3	50.373	1
0.3	137.351	1
0.3	-28.5856	1
0.3	-85.3826	1
0.3	-35.8145	1
0.3	-69.2659	1
0.3	147.624	1
0.3	-128.538	1
0.3	153.09	1
0.3	160.672	1
0.3	124.161	1
0.3	64.2105	1
0.3	-29.1729	1
0.3	-47.257	1
0.3	167.955	1
0.3	165.831	1
0.3	146.535	1
0.3	38.1735	1
0.3	105.168	1
0.3	166.097	1
0.3	74.0865	1
0.3	-142.551	1
0.3	-14.6746	1
0.3	80.9863	1
0.3	62.2615	1
0.3	-151.662	1
0.3	-79.6	1
0.3	107.456	1
0.3	-97.9104	1
0.3	35.8794	1
0.3	-33.0565	1
0.3	135.529	1
0.3	60.3371	1
0.3	60.5971	1
0.3	112.804	1
0.3	84.0387	1
0.3	-145.874	-0.0714286
0.3	-29.4594	-0.0714286
0.3	124.725	-0.0714286
0.3	-25.1642	-0.0714286
0.3	-84.1642	-0.0714286
0.3	-149.686	-0.0714286
0.3	30.6263	-0.0714286
0.3	31.8958	-0.0714286
0.3	135.048	-0.0714286
0.3	136.869	-0.0714286
0.3	150.65	-0.0714286
0.3	82.4983	-0.0714286
0.3	38.4031	-0.0714286
0.3	92.8281	-0.0714286
0.3	-13.369	-0.0714286
0.3	-54.0171	-0.0714286
0.3	116.271	-0.0714286
0.3	-113.49	-0.0714286
