pol.	phi	weight
0.3	17.4097	1
0.3	-172.52	1
0.3	-40.5846	1
0.3	-111.169	1
0.3	74.4754	1
0.3	123.228	1
0.3	-61.8121	1
0.3	8.8649	1
0.3	138.361	1
0.3	-162.639	1
0.3	-142.723	1
0.3	-121.674	1
0.3	-44.1321	1
0.3	103.664	1
0.3	49.6816	1
0.3	17.0775	1
0.3	123.818	1
0.3	-82.5922	1
0.3	116.078	1
0.3	103.397	1
0.3	-137.128	1
0.3	-50.606	1
0.3	17.3784	1
0.3	107.602	1
0.3	-71.8325	1
0.3	-173.3	1
0.3	63.9943	1
0.3	-75.1778	1
0.3	21.0284	1
0.3	92.0537	1
0.3	144.473	1
0.3	-44.2095	1
0.3	57.639	1
0.3	-4.51654	1
0.3	-22.1906	1
0.3	-108.055	1
0.3	44.3907	1
0.3	-120.39	1
0.3	-174.685	1
0.3	-141.37	1
0.3	152.519	1
0.3	-62.7862	1
0.3	43.0832	1
0.3	-92.5973	1
0.3	-16.5178	1
0.3	123.366	1
0.3	95.0546	1
0.3	111.675	1
0.3	7.1425	1
0.3	69.2945	1
0.3	-175.003	1
0.3	-150.319	1
0.3	151.494	1
0.3	-162.355	1
0.3	135.087	1
0.3	90.1849	1
0.3	-110.124	1
0.3	17.0507	1
0.3	175.947	1
0.3	-28.0349	1
0.3	-63.2646	1
0.3	154.233	1
0.3	-2.1448	1
0.3	-17.7318	1
0.3	-110.656	1
0.3	176.328	1
0.3	-3.82119	1
0.3	156.798	1
0.3	80.9557	1
0.3	-67.4809	1
0.3	-89.9146	1
0.3	-15.6993	1
0.3	158.756	1
0.3	-18.3782	1
0.3	112.996	1
0.3	4.49624	1
0.3	-80.7429	1
0.3	125.824	1
0.3	145.654	1
0.3	37.8104	1
0.3	26.5088	1
0.3	112.673	1
0.3	-85.918	1
0.3	21.6933	1
0.3	-29.6804	1
0.3	-99.1213	1
0.3	159.517	1
0.3	-119.114	1
0.3	38.9905	1
0.3	169.294	1
0.3	99.0125	1
0.3	-38.4668	1
0.3	-57.8055	1
0.3	76.9868	1
0.3	-40.6164	1
0.3	100.063	1
0.3	-79.5644	1
0.3	131.213	1
0.3	-135.676	1
0.3	-43.8587	1
0.3	-27.4833	1
0.3	-32.2144	1
0.3	-96.1435	1
0.3	173.427	1
0.3	34.9784	1
0.3	134.15	1
0.3	109.852	1
0.3	-124.061	1
0.3	32.2464	1
0.3	113.238	1
0.3	-46.6192	1
0.3	162.885	1
0.3	163.189	1
0.3	156.329	1
0.3	137.82	1
0.3	94.1245	1
0.3	143.449	1
0.3	36.8981	1
0.3	107.674	1
0.3	-90.2317	1
0.3	151.353	1
0.3	-124.846	1
0.3	-110.082	1
0.3	-91.4921	1
0.3	19.5874	1
0.3	-91.2365	1
0.3	-121.709	1
0.3	42.2736	1
0.3	-19.99	1
0.3	-121.128	1
0.3	19.4726	1
0.3	53.902	1
0.3	92.5497	1
0.3	-5.50244	1
0.3	49.7827	1
0.3	-14.1415	1
0.3	-72.9025	1
0.3	163.614	1
0.3	135.831	1
0.3	57.2612	1
0.3	-3.39519	1
0.3	19.8113	1
0.3	53.5045	1
0.3	27.5105	1
0.3	-10.6946	1
0.3	58.1237	-0.0714286
0.3	151.509	-0.0714286
0.3	-64.5431	-0.0714286
0.3	-171.014	-0.0714286
0.3	-81.7476	-0.0714286
0.3	-169.584	-0.0714286
0.3	87.3692	-0.0714286
0.3	34.9264	-0.0714286
0.3	-169.384	-0.0714286
0.3	-102.243	-0.0714286
0.3	18.6556	-0.0714286
0.3	16.6498	-0.0714286
0.3	-178.48	-0.0714286
0.3	177.575	-0.0714286
0.3	-106.023	-0.0714286
0.3	78.5206	-0.0714286
0.3	-33.691	-0.0714286
0.3	-115.409	-0.0714286
0.3	-106.685	-0.0714286
0.3	153.225	-0.0714286
0.3	86.7435	-0.0714286
0.3	-134.908	-0.0714286
0.3	-55.0194	-0.0714286
0.3	-142.654	-0.0714286
0.3	-99.7248	-0.0714286
0.3	152.75	-0.0714286
0.3	152.727	-0.0714286
0.3	-135.791	-0.0714286
0.3	97.8971	-0.0714286
0.3	-15.5527	-0.0714286
0.3	4.378	-0.0714286
0.3	21.7673	-0.0714286
0.3	-92.973	-0.0714286
0.3	133.682	-0.0714286
0.3	29.0933	-0.0714286
0.3	-32.9009	-0.0714286
0.3	-82.4369	-0.0714286
0.3	123.846	-0.0714286
0.3	126.151	-0.0714286
0.3	41.8515	-0.0714286
0.3	-95.8735	-0.0714286
0.3	78.4348	-0.0714286
0.3	8.47384	-0.0714286
0.3	-35.7949	-0.0714286
0.3	-77.1594	-0.0714286
0.3	-45.7013	-0.0714286
0.3	157.994	-0.0714286
0.3	133.989	-0.0714286
0.3	-23.6491	-0.0714286
0.3	124.539	-0.0714286
0.3	18.0808	-0.0714286
0.3	93.7348	-0.0714286
0.3	-44.2574	-0.0714286
0.3	151.246	-0.0714286
0.3	-165.147	-0.0714286
0.3	-146.077	-0.0714286
0.3	-102.725	-0.0714286
0.3	-145.914	-0.0714286
0.3	13.1005	-0.0714286
0.3	23.4169	-0.0714286
0.3	-126.691	-0.0714286
0.3	39.9233	-0.0714286
0.3	160.63	-0.0714286
0.3	46.6939	-0.0714286
0.3	164.846	-0.0714286
0.3	-58.1118	-0.0714286
0.3	153.123	-0.0714286
0.3	-163.512	-0.0714286
0.3	-104.584	-0.0714286
0.3	-52.0926	-0.0714286
0.3	-129.744	-0.0714286
0.3	-136.011	-0.0714286
0.3	23.5828	-0.0714286
0.3	124.856	-0.0714286
0.3	-118.883	-0.0714286
0.3	-176.058	-0.0714286
0.3	-50.8172	-0.0714286
0.3	0.345348	-0.0714286
0.3	-92.7442	-0.0714286
0.3	-126.064	-0.0714286
0.3	-103.028	-0.0714286
0.3	-1.51563	-0.0714286
0.3	-16.8943	-0.0714286
0.3	-46.1795	-0.0714286
0.3	161.29	-0.0714286
0.3	136.786	-0.0714286
0.3	155.363	-0.0714286
0.3	128.808	-0.0714286
0.3	-26.2045	-0.0714286
0.3	71.229	-0.0714286
0.3	142.791	-0.0714286
0.3	97.6678	-0.0714286
0.3	19.2878	-0.0714286
0.3	-82.7209	-0.0714286
0.3	155.051	-0.0714286
0.3	-92.44	-0.0714286
0.3	-119.101	-0.0714286
0.3	41.5849	-0.0714286
0.3	88.4366	-0.0714286
0.3	162.678	-0.0714286
0.3	79.3044	-0.0714286
0.3	-76.2088	-0.0714286
-0.25	-20.7314	1
-0.25	26.5533	1
-0.25	-18.4238	1
-0.25	-103.223	1
-0.25	85.7078	1
-0.25	-30.072	1
-0.25	-117.056	1
-0.25	-8.12629	1
-0.25	-71.7098	1
-0.25	53.7373	1
-0.25	-85.0903	1
-0.25	-169.122	1
-0.25	-96.8724	1
-0.25	93.4269	1
-0.25	49.8392	1
-0.25	-5.91786	1
-0.25	-112.704	1
-0.25	-79.321	1
-0.25	126.228	1
-0.25	-84.298	1
-0.25	-138.664	1
-0.25	34.5289	1
-0.25	103.6	1
-0.25	21.883	1
-0.25	-128.032	1
-0.25	-34.6887	1
-0.25	166.037	1
-0.25	-162.205	1
-0.25	-96.5783	1
-0.25	48.5785	1
-0.25	-92.1615	1
-0.25	-30.3333	1
-0.25	163.297	1
-0.25	129.712	1
-0.25	-39.4942	1
-0.25	-99.7965	1
-0.25	-61.0433	1
-0.25	9.76929	1
-0.25	22.0727	1
-0.25	-7.72883	1
-0.25	29.6709	1
-0.25	-5.17815	1
-0.25	77.5627	1
-0.25	-93.768	1
-0.25	-124.248	1
-0.25	74.7288	1
-0.25	-119.44	1
-0.25	-95.5504	1
-0.25	-2.38226	1
-0.25	174.933	1
-0.25	-48.6071	1
-0.25	150.662	1
-0.25	-66.1152	1
-0.25	-10.2224	1
-0.25	-61.1864	1
-0.25	46.273	1
-0.25	1.36299	1
-0.25	9.5884	1
-0.25	99.2776	1
-0.25	108.725	1
-0.25	-7.69332	1
-0.25	-79.4187	1
-0.25	126.671	1
-0.25	-64.2784	1
-0.25	6.2332	1
-0.25	-83.029	1
-0.25	-86.6276	1
-0.25	157.443	1
-0.25	122.724	1
-0.25	-58.7786	1
-0.25	-117.707	1
-0.25	-124.393	1
-0.25	-147.565	1
-0.25	16.5458	1
-0.25	-106.229	1
-0.25	29.8471	1
-0.25	141.804	1
-0.25	-47.8757	1
-0.25	138.722	1
-0.25	55.5611	1
-0.25	-176.53	1
-0.25	162.485	1
-0.25	120.878	1
-0.25	69.0575	1
-0.25	-113.158	1
-0.25	79.8147	1
-0.25	165.759	1
-0.25	65.9846	1
-0.25	167.525	1
-0.25	-120.887	1
-0.25	-120.44	1
-0.25	-115.655	1
-0.25	172.734	1
-0.25	2.9263	1
-0.25	-141.041	1
-0.25	-36.5135	1
-0.25	-151.977	1
-0.25	-91.3373	1
-0.25	76.1273	1
-0.25	-129.386	1
-0.25	0.148325	1
-0.25	140.154	1
-0.25	-112.005	1
-0.25	56.559	1
-0.25	130.685	1
-0.25	23.3673	1
-0.25	57.5969	1
-0.25	-140.531	1
-0.25	10.2126	1
-0.25	-138.539	1
-0.25	-35.2254	1
-0.25	179.836	1
-0.25	-59.1639	1
-0.25	54.5934	1
-0.25	124.585	1
-0.25	107.711	1
-0.25	154.829	-0.0714286
-0.25	40.7395	-0.0714286
-0.25	-26.8538	-0.0714286
-0.25	60.91	-0.0714286
-0.25	-124.224	-0.0714286
-0.25	0.897817	-0.0714286
-0.25	2.85191	-0.0714286
-0.25	167.463	-0.0714286
-0.25	101.432	-0.0714286
-0.25	-112.28	-0.0714286
-0.25	-18.3205	-0.0714286
-0.25	-46.2366	-0.0714286
-0.25	-23.5087	-0.0714286
-0.25	26.0162	-0.0714286
-0.25	-73.2857	-0.0714286
-0.25	-144.298	-0.0714286
-0.25	80.1888	-0.0714286
