pol.	phi	weight
0.3	-30.7625	1
0.3	87.4792	1
0.3	-10.4005	1
0.3	-168.077	1
0.3	150.592	1
0.3	159.108	1
0.3	-86.2667	1
0.3	-86.0888	1
0.3	-142.484	1
0.3	25.369	1
0.3	148.219	1
0.3	-154.88	1
0.3	38.7265	1
0.3	99.1079	1
0.3	13.4797	1
0.3	-50.867	1
0.3	87.1177	1
0.3	128.66	1
0.3	-28.4711	1
0.3	-110.646	1
0.3	106.815	1
0.3	106.717	1
0.3	47.7309	1
0.3	-59.7497	1
0.3	-73.6184	1
0.3	-167.202	1
0.3	84.6543	1
0.3	65.9177	1
0.3	74.9631	1
0.3	-92.7682	1
0.3	124.096	1
0.3	153.872	1
0.3	-38.6638	1
0.3	-68.032	1
0.3	112.623	1
0.3	134.299	1
0.3	-165.027	1
0.3	56.9165	1
0.3	-81.4859	1
0.3	-67.3047	1
0.3	162.594	1
0.3	48.992	1
0.3	-45.4301	1
0.3	70.276	1
0.3	64.5225	1
0.3	139.819	1
0.3	26.3028	1
0.3	18.1133	1
0.3	-171.707	1
0.3	-52.9183	1
0.3	-80.8971	1
0.3	-142.392	1
0.3	-46.8488	1
0.3	-32.979	1
0.3	123.741	1
0.3	-88.1634	1
0.3	-101.611	1
0.3	-100.075	1
0.3	143.962	1
0.3	145.195	1
0.3	155.107	1
0.3	17.427	1
0.3	135.326	1
0.3	24.9231	1
0.3	-144.967	1
0.3	-58.9665	1
0.3	-100.561	1
0.3	60.7205	1
0.3	-46.8349	1
0.3	-152.239	1
0.3	-42.2984	1
0.3	98.2832	1
0.3	149.465	1
0.3	167.723	1
0.3	25.5423	1
0.3	99.1778	1
0.3	-20.0491	1
0.3	110.946	1
0.3	161.624	1
0.3	-137.979	1
0.3	128.971	1
0.3	46.3119	1
0.3	-127.136	1
0.3	110.2	1
0.3	-84.3482	1
0.3	9.53712	1
0.3	-128.255	1
0.3	-1.69226	1
0.3	-37.1313	1
0.3	-46.8825	1
0.3	163.986	1
0.3	178.482	1
0.3	-93.7217	1
0.3	-10.5651	1
0.3	132.383	1
0.3	-51.1169	1
0.3	-150.283	1
0.3	-86.4008	1
0.3	38.4218	1
0.3	-44.4522	1
0.3	-19.7718	1
0.3	172.333	1
0.3	100.641	1
0.3	-63.4146	1
0.3	69.8241	1
0.3	-166.62	1
0.3	-4.34725	1
0.3	26.4966	1
0.3	-153.531	1
0.3	-64.6873	1
0.3	-15.7658	1
0.3	21.5937	1
0.3	-164.85	1
0.3	-0.330139	1
0.3	4.6107	1
0.3	10.348	1
0.3	-61.0624	1
0.3	-22.9224	1
0.3	-156.015	1
0.3	141.83	1
0.3	36.6074	1
0.3	94.5691	1
