pol	setting	phi
0.3	45	-30.1725
0.3	45	-33.6602
0.3	45	-159.218
0.3	45	-17.9431
0.3	45	44.2169
0.3	45	2.83754
0.3	45	150.178
0.3	45	107.307
0.3	45	-21.1297
0.3	45	45.0582
0.3	45	30.0145
0.3	45	-176.308
0.3	45	-44.6334
0.3	45	15.871
0.3	45	109.488
0.3	45	-69.5473
0.3	45	89.6059
0.3	45	-81.7747
0.3	45	62.716
0.3	45	-69.5629
0.3	45	-161.885
0.3	45	174.805
0.3	45	37.9469
0.3	45	65.2705
0.3	45	-74.8412
0.3	45	-178.091
0.3	45	27.516
0.3	45	133.405
0.3	45	133.236
0.3	45	125.715
0.3	45	14.6935
0.3	45	-69.9879
0.3	45	108.924
0.3	45	-7.98597
0.3	45	-140.916
0.3	45	105.992
0.3	45	-107.51
0.3	45	-130.708
0.3	45	24.0732
0.3	45	157.873
0.3	45	-177.848
0.3	45	176.599
0.3	45	107.056
0.3	45	-40.0923
0.3	45	-37.6285
0.3	45	99.9916
0.3	45	-7.83021
0.3	45	-155.565
0.3	45	-159.067
0.3	45	-134.369
0.3	45	160.729
0.3	45	-151.154
0.3	45	-1.88585
0.3	45	155.887
0.3	45	93.938
0.3	45	168.259
0.3	45	142.012
0.3	45	-107.519
0.3	45	161.749
0.3	45	11.3317
0.3	45	133.145
0.3	45	23.5019
0.3	45	29.091
0.3	45	-161.385
0.3	45	-64.6312
0.3	45	52.8661
0.3	45	21.1293
0.3	45	-65.3442
0.3	45	-162.411
0.3	45	-71.8654
0.3	45	-77.8003
0.3	45	-78.8786
0.3	45	-15.0114
0.3	45	-9.01782
0.3	45	114.939
0.3	45	166.703
0.3	45	6.65486
0.3	45	16.9459
0.3	45	-155.806
0.3	45	-90.2709
0.3	45	111.774
0.3	45	-87.3712
0.3	45	149.669
0.3	45	-126.796
0.3	45	0.510161
0.3	45	152.903
0.3	45	35.8356
0.3	45	-165.976
0.3	45	127.179
0.3	45	-35.81
0.3	45	-133.414
0.3	45	8.84861
0.3	45	146.38
0.3	45	107.68
0.3	45	-173.265
0.3	45	127.889
0.3	45	7.12341
0.3	45	-11.8984
0.3	45	11.0835
0.3	45	113.316
0.3	45	171.486
0.3	45	-74.1558
0.3	45	86.322
0.3	45	7.72073
0.3	45	105.959
0.3	45	-88.8659
0.3	45	118.583
0.3	45	0.00547841
0.3	45	98.0283
0.3	45	-65.7796
0.3	45	-169.141
0.3	45	122.549
0.3	45	-107.784
0.3	45	107.316
0.3	45	-1.04765
0.3	45	-10.4413
0.3	45	-128.212
0.3	45	-32.4855
0.3	45	-165.207
0.3	45	112.554
0.3	45	-32.9468
0.3	45	48.4911
0.3	45	35.6815
0.3	45	10.8962
0.3	45	116.082
0.3	45	-169.935
0.3	45	99.2657
0.3	45	-67.8594
0.3	45	-88.3784
0.3	45	52.4126
0.3	45	179.024
