pol	setting	phi
0.3	45	132.711
0.3	45	-167.505
0.3	45	-115.501
0.3	45	134.883
0.3	45	27.7592
0.3	45	115.018
0.3	45	-69.7695
0.3	45	-47.967
0.3	45	71.857
0.3	45	-74.0982
0.3	45	-56.6203
0.3	45	-19.0806
0.3	45	152.78
0.3	45	160.479
0.3	45	-96.8849
0.3	45	-52.4195
0.3	45	175.743
0.3	45	-3.59376
0.3	45	-96.3442
0.3	45	-172.413
0.3	45	165.62
0.3	45	73.6682
0.3	45	-93.8772
0.3	45	121.618
0.3	45	131.499
0.3	45	-17.6917
0.3	45	-2.60611
0.3	45	-154.626
0.3	45	122.236
0.3	45	-150.869
0.3	45	63.7838
0.3	45	138.878
0.3	45	22.2103
0.3	45	-115.217
0.3	45	145.406
0.3	45	53.1839
0.3	45	-101.152
0.3	45	153.059
0.3	45	48.9513
0.3	45	61.4432
0.3	45	-26.5049
0.3	45	135.792
0.3	45	-36.6614
0.3	45	-158.112
0.3	45	17.3717
0.3	45	-19.929
0.3	45	165.524
0.3	45	-80.4297
0.3	45	-161.275
0.3	45	35.9311
0.3	45	-46.6228
0.3	45	-153.322
0.3	45	-146.115
0.3	45	-54.0149
0.3	45	0.157037
0.3	45	-126.326
0.3	45	27.7807
0.3	45	-92.794
0.3	45	131.542
0.3	45	154.747
0.3	45	-98.3039
0.3	45	167.898
0.3	45	-173.201
0.3	45	-128.83
0.3	45	95.3679
0.3	45	-75.5668
0.3	45	19.2453
0.3	45	-26.9944
0.3	45	171.36
0.3	45	127.62
0.3	45	-93.3766
0.3	45	-11.7801
0.3	45	129.721
0.3	45	-66.0159
0.3	45	82.1836
0.3	45	-137.107
0.3	45	-26.3051
0.3	45	-16.1474
0.3	45	-72.8293
0.3	45	-160.136
0.3	45	-178.584
0.3	45	-155.313
0.3	45	26.5636
0.3	45	177.542
0.3	45	76.7115
0.3	45	153.361
0.3	45	79.631
0.3	45	175.828
0.3	45	155.281
0.3	45	154.24
0.3	45	-143.149
0.3	45	-20.2516
0.3	45	-60.099
0.3	45	114.945
0.3	45	-171.034
0.3	45	-87.2995
0.3	45	41.4049
0.3	45	-103.518
0.3	45	-136.723
0.3	45	-70.6206
0.3	45	-77.5596
0.3	45	125.121
0.3	45	-142.801
0.3	45	-140.403
0.3	45	17.6167
0.3	45	174.749
0.3	45	-86.4433
0.3	45	14.4884
0.3	45	-156.054
0.3	45	-163.952
0.3	45	-142.519
0.3	45	-74.7159
0.3	45	111.515
0.3	45	-166.295
0.3	45	-178.533
0.3	45	91.2392
0.3	45	16.0722
0.3	45	146.082
0.3	45	179.402
0.3	45	-83.2535
0.3	45	-45.4438
0.3	45	-8.36114
0.3	45	159.79
0.3	45	176.193
0.3	45	-27.5329
0.3	45	-94.7359
0.3	45	41.0381
0.3	45	9.60056
0.3	45	-54.7893
0.3	45	12.7563
0.3	45	-158.012
0.3	45	-20.29
0.3	45	-66.7004
0.3	45	-111.895
0.3	45	45.9953
0.3	45	161.847
0.3	45	-155.042
0.3	45	-113.09
0.3	45	-151.586
0.3	45	47.9426
0.3	45	24.0897
0.3	45	-32.4145
0.3	45	-25.1508
0.3	45	174.463
0.3	45	126.929
0.3	45	-10.9451
0.3	45	-94.7451
0.3	45	34.6603
0.3	45	-61.1828
0.3	45	43.9179
0.3	45	103.581
0.3	45	-161.395
0.3	45	34.8163
0.3	45	124.907
0.3	45	111.253
0.3	45	96.1463
0.3	45	-52.3767
0.3	45	-23.8815
0.3	45	-23.7054
0.3	45	150.225
0.3	45	-25.3119
0.3	45	-44.2933
0.3	45	6.31927
0.3	45	132.568
0.3	45	-78.6513
0.3	45	-62.4862
0.3	45	-119.073
0.3	45	119.976
