pol	setting	phi
0.3	45	117.949
0.3	45	-67.4414
0.3	45	118.825
0.3	45	97.9302
0.3	45	-51.3427
0.3	45	-124.646
0.3	45	155.167
0.3	45	69.33
0.3	45	31.4612
0.3	45	173.386
0.3	45	-129.527
0.3	45	-0.801964
0.3	45	149.092
0.3	45	17.1386
0.3	45	-98.6875
0.3	45	165.702
0.3	45	160.309
0.3	45	-160.908
0.3	45	106.445
0.3	45	-27.4771
0.3	45	-125.04
0.3	45	-59.2476
0.3	45	113.562
0.3	45	112.501
0.3	45	-59.017
0.3	45	-54.7716
0.3	45	-11.9718
0.3	45	-101.331
0.3	45	-51.7897
0.3	45	28.5351
0.3	45	70.7228
0.3	45	7.83352
0.3	45	117.981
0.3	45	-47.0077
0.3	45	-97.3013
0.3	45	-24.0241
0.3	45	103.403
0.3	45	43.0204
0.3	45	-130.989
0.3	45	-27.5009
0.3	45	38.5328
0.3	45	100.348
0.3	45	-18.8599
0.3	45	161.094
0.3	45	-111.157
0.3	45	-14.5726
0.3	45	165.784
0.3	45	22.2
0.3	45	-118.358
0.3	45	47.5235
0.3	45	-101.425
0.3	45	-108.467
0.3	45	151.818
0.3	45	75.3122
0.3	45	76.2615
0.3	45	-66.1116
0.3	45	22.5705
0.3	45	131.461
0.3	45	35.7072
0.3	45	177.629
0.3	45	-167.541
0.3	45	-136.747
0.3	45	88.3793
0.3	45	-13.165
0.3	45	-142.69
0.3	45	-101.397
0.3	45	127.382
0.3	45	-159.157
0.3	45	-105.758
0.3	45	-58.0127
0.3	45	-32.1917
0.3	45	-23.7375
0.3	45	101.176
0.3	45	79.3944
0.3	45	-124.803
0.3	45	-101.906
0.3	45	-126.281
0.3	45	95.2338
0.3	45	90.7161
0.3	45	-140.18
0.3	45	76.2547
0.3	45	-43.9655
0.3	45	-166.902
0.3	45	-83.9653
0.3	45	34.771
0.3	45	-66.4639
0.3	45	15.93
0.3	45	130.649
0.3	45	-51.2251
0.3	45	-160.684
0.3	45	-26.4056
0.3	45	-133.667
0.3	45	152.954
0.3	45	23.8093
0.3	45	84.5083
0.3	45	115.182
0.3	45	130.616
0.3	45	-95.8509
0.3	45	48.1401
0.3	45	-140.529
0.3	45	-93.9921
0.3	45	-11.8305
0.3	45	60.1324
0.3	45	-79.18
