pol	setting	phi
0.3	45	126.75
0.3	45	-41.2651
0.3	45	-83.205
0.3	45	-91.521
0.3	45	-107.65
0.3	45	130.877
0.3	45	72.0502
0.3	45	13.0591
0.3	45	4.53263
0.3	45	-54.2965
0.3	45	102.809
0.3	45	-130.145
0.3	45	42.1909
0.3	45	-142.997
0.3	45	144.258
0.3	45	156.103
0.3	45	123.509
0.3	45	-139.322
0.3	45	17.0387
0.3	45	-114.63
0.3	45	-54.3293
0.3	45	-44.5282
0.3	45	95.3955
0.3	45	101.251
0.3	45	130.446
0.3	45	-131.667
0.3	45	52.3744
0.3	45	92.7938
0.3	45	-118.601
0.3	45	138.279
0.3	45	-31.4359
0.3	45	-122.231
0.3	45	11.8882
0.3	45	-62.8558
0.3	45	34.0102
0.3	45	-29.633
0.3	45	-99.2178
0.3	45	-69.4825
0.3	45	170.647
0.3	45	167.076
0.3	45	149.863
0.3	45	-51.9413
0.3	45	25.6662
0.3	45	8.54158
0.3	45	152.316
0.3	45	91.998
0.3	45	-65.9273
0.3	45	-75.174
0.3	45	149.473
0.3	45	137.121
0.3	45	-104.826
0.3	45	-173.369
0.3	45	19.2182
0.3	45	148.465
0.3	45	-27.4656
0.3	45	-125.293
0.3	45	138.441
0.3	45	-21.2995
0.3	45	94.4334
0.3	45	10.9374
0.3	45	0.0350235
0.3	45	6.94505
0.3	45	83.2279
0.3	45	-32.7873
0.3	45	157.821
0.3	45	-0.893663
0.3	45	-68.1088
0.3	45	-66.0221
0.3	45	4.85515
0.3	45	-137.623
0.3	45	-81.7499
0.3	45	-12.7674
0.3	45	39.3494
0.3	45	143.33
0.3	45	4.17142
0.3	45	-178.608
0.3	45	-156.522
0.3	45	-61.5616
0.3	45	-97.627
0.3	45	-61.6786
0.3	45	150.682
0.3	45	-99.2484
0.3	45	112.814
0.3	45	143.208
0.3	45	20.2024
0.3	45	112.174
0.3	45	69.4698
0.3	45	51.165
0.3	45	-108.135
0.3	45	-169.172
0.3	45	131.186
0.3	45	-160.608
0.3	45	69.9366
0.3	45	89.3495
0.3	45	-118.385
0.3	45	-168.715
0.3	45	82.0855
0.3	45	-15.3255
0.3	45	132.58
0.3	45	24.5805
0.3	45	-58.4498
0.3	45	-92.1204
0.3	45	-20.3441
0.3	45	102.57
0.3	45	-0.723337
0.3	45	165.909
0.3	45	-55.1301
0.3	45	122.046
0.3	45	-120.354
0.3	45	48.9065
0.3	45	96.5644
0.3	45	-148.736
0.3	45	-92.4516
0.3	45	-139.926
0.3	45	57.6702
0.3	45	128.314
0.3	45	-132.066
0.3	45	-172.583
0.3	45	8.58494
0.3	45	95.2126
0.3	45	160.301
0.3	45	-29.1727
0.3	45	-21.9317
0.3	45	54.9892
0.3	45	90.2762
0.3	45	50.2515
0.3	45	81.2818
0.3	45	173.427
0.3	45	-161.039
0.3	45	-9.11084
0.3	45	-54.0644
0.3	45	62.8245
0.3	45	116.11
0.3	45	90.8476
0.3	45	178.023
0.3	45	-62.1981
0.3	45	98.3698
0.3	45	-49.8643
0.3	45	-40.3928
0.3	45	49.8013
0.3	45	-76.2037
0.3	45	171.039
0.3	45	113.541
0.3	45	28.7218
0.3	45	-166.863
0.3	45	177.063
0.3	45	-114.9
0.3	45	137.845
0.3	45	87.2987
0.3	45	169.827
0.3	45	79.7564
0.3	45	27.7093
0.3	45	-74.3798
0.3	45	-23.531
0.3	45	175.629
0.3	45	76.9399
0.3	45	-68.7489
0.3	45	-17.5967
0.3	45	-139.102
0.3	45	-19.7372
0.3	45	126.574
0.3	45	145.889
0.3	45	-165.417
0.3	45	57.0702
0.3	45	59.1394
0.3	45	-36.6477
0.3	45	173.873
0.3	45	-52.7057
0.3	45	124.245
0.3	45	-78.5505
0.3	45	140.995
0.3	45	-38.0504
0.3	45	176.647
0.3	45	39.9915
0.3	45	100.829
0.3	45	24.1909
0.3	45	81.7003
0.3	45	-11.4444
0.3	45	156.375
0.3	45	106.914
0.3	45	1.3481
0.3	45	-159.269
0.3	45	-75.6656
0.3	45	12.8416
0.3	45	-126.66
0.3	45	-165.263
0.3	45	100.848
0.3	45	-50.2096
0.3	45	-4.04197
0.3	45	133.625
0.3	45	-21.8283
0.3	45	163.105
0.3	45	-62.0493
0.3	45	148.547
0.3	45	122.482
0.3	45	10.7142
0.3	45	111.084
0.3	45	-67.1836
0.3	45	90.7839
0.3	45	168.403
0.3	45	50.7489
0.3	45	79.9349
0.3	45	170.297
0.3	45	-69.4755
0.3	45	-106.14
0.3	45	-55.0974
0.3	45	-158.9
0.3	45	-170.351
0.3	45	-166.248
0.3	45	106.409
0.3	45	137.329
0.3	45	-132.398
0.3	45	-64.6776
0.3	45	19.659
0.3	45	-152.756
0.3	45	-142.388
0.3	45	12.1514
0.3	45	-64.3416
0.3	45	-136.922
0.3	45	-22.5924
0.3	45	10.4606
0.3	45	-56.1285
0.3	45	-21.4471
0.3	45	121.046
0.3	45	131.134
0.3	45	131.852
0.3	45	-10.8553
0.3	45	56.6053
0.3	45	74.0821
0.3	45	28.7793
0.3	45	60.0606
0.3	45	-144.634
0.3	45	2.956
0.3	45	179.648
0.3	45	-76.4024
0.3	45	-91.4541
0.3	45	-159.825
0.3	45	-158.768
0.3	45	113.833
0.3	45	41.4897
0.3	45	100.548
0.3	45	123.168
0.3	45	175.165
0.3	45	-32.7798
0.3	45	-109.971
0.3	45	-178.773
0.3	45	177.207
0.3	45	162.189
0.3	45	163.391
0.3	45	108.286
0.3	45	-105.306
0.3	45	-92.4452
0.3	45	48.3727
0.3	45	-9.37945
0.3	45	12.5002
0.3	45	-52.8296
0.3	45	76.7366
0.3	45	106.516
0.3	45	37.1027
0.3	45	-42.3253
0.3	45	123.832
0.3	45	43.4504
0.3	45	-166.561
0.3	45	-13.3858
0.3	45	-140.721
0.3	45	-142.13
0.3	45	129.04
0.3	45	146.389
0.3	45	9.97749
0.3	45	-118.535
0.3	45	-148.724
0.3	45	-161.686
0.3	45	74.2076
0.3	45	-26.1615
0.3	45	-136.441
0.3	45	127.911
0.3	45	-113.333
0.3	45	-23.4198
0.3	45	-86.4023
0.3	45	167.521
0.3	45	-176.633
0.3	45	13.2438
0.3	45	-146.956
0.3	45	-158.102
0.3	45	-48.8377
0.3	45	-49.6635
0.3	45	48.7769
0.3	45	171.522
0.3	45	42.8003
0.3	45	-30.0824
0.3	45	-87.8141
0.3	45	-135.16
0.3	45	-1.8207
0.3	45	-107.784
0.3	45	-70.4115
0.3	45	-80.5292
0.3	45	18.7679
0.3	45	-43.302
0.3	45	-59.109
0.3	45	-145.695
0.3	45	153.139
0.3	45	-53.3667
0.3	45	-12.4589
0.3	45	-159.109
0.3	45	114.213
0.3	45	-171.104
0.3	45	-22.2072
0.3	45	-149.811
0.3	45	87.7515
0.3	45	4.84833
0.3	45	-124.93
0.3	45	107.009
0.3	45	-43.2556
0.3	45	108.471
0.3	45	107.918
0.3	45	41.3398
0.3	45	36.7131
0.3	45	-3.18717
0.3	45	-148.853
0.3	45	65.2436
0.3	45	-152.743
0.3	45	-176.826
0.3	45	36.6696
0.3	45	77.0424
0.3	45	-163.985
0.3	45	-10.5834
0.3	45	-144.42
0.3	45	-120.274
0.3	45	37.582
0.3	45	36.5325
0.3	45	-51.569
0.3	45	-2.84908
0.3	45	-122.305
0.3	45	-171.731
0.3	45	-42.269
0.3	45	85.1115
0.3	45	-116.206
0.3	45	-128.57
0.3	45	-177.757
0.3	45	65.7133
0.3	45	4.51613
0.3	45	-102.46
0.3	45	127.218
0.3	45	86.9389
0.3	45	165.992
0.3	45	175.529
0.3	45	109.659
0.3	45	-78.7015
0.3	45	106.374
0.3	45	8.65986
0.3	45	102.055
0.3	45	-49.4564
0.3	45	157.428
0.3	45	-16.1922
0.3	45	-16.0998
0.3	45	-168.414
0.3	45	10.8612
0.3	45	151.564
0.3	45	79.2812
0.3	45	-125.86
0.3	45	60.9078
0.3	45	38.6069
0.3	45	-170.807
0.3	45	-45.0212
0.3	45	74.3681
0.3	45	-53.1721
0.3	45	-51.006
0.3	45	-175.47
0.3	45	75.0468
0.3	45	-16.5144
0.3	45	34.7817
0.3	45	-159.342
0.3	45	-101.557
0.3	45	-3.28802
0.3	45	-91.9392
0.3	45	-37.2892
0.3	45	2.4003
0.3	45	4.11152
0.3	45	135.9
0.3	45	134.938
0.3	45	-81.6109
0.3	45	-42.2222
0.3	45	168.415
0.3	45	116.109
0.3	45	-1.25001
0.3	45	11.881
0.3	45	-85.8635
0.3	45	-80.0702
0.3	45	-155.413
0.3	45	-175.973
0.3	45	26.663
0.3	45	-29.5686
0.3	45	63.5597
0.3	45	-6.34827
0.3	45	145.763
0.3	45	146.26
0.3	45	41.4955
0.3	45	76.195
0.3	45	17.9226
0.3	45	111.698
0.3	45	-118.742
0.3	45	-96.6239
0.3	45	79.968
0.3	45	114.097
0.3	45	77.6681
0.3	45	168.449
0.3	45	144.624
0.3	45	-99.7181
0.3	45	-23.2168
0.3	45	150.79
0.3	45	86.5455
0.3	45	139.988
0.3	45	103.746
0.3	45	82.8717
0.3	45	-139.279
0.3	45	154.162
0.3	45	-9.50502
0.3	45	172.393
0.3	45	-135.683
0.3	45	11.2271
0.3	45	-118.499
0.3	45	-10.3155
0.3	45	162.054
0.3	45	-81.609
0.3	45	17.8405
0.3	45	142.11
0.3	45	9.62324
0.3	45	-27.916
0.3	45	-42.8085
0.3	45	131.061
0.3	45	30.9224
0.3	45	-86.2412
