pol	setting	phi
0.3	45	159.577
0.3	45	-75.4397
0.3	45	149.486
0.3	45	130.103
0.3	45	-14.1034
0.3	45	-68.4371
0.3	45	-42.2668
0.3	45	-160.135
0.3	45	-26.8015
0.3	45	-148.303
0.3	45	124.835
0.3	45	141.838
0.3	45	-144.325
0.3	45	-71.5538
0.3	45	-50.3451
0.3	45	103.708
0.3	45	-50.6829
0.3	45	-64.399
0.3	45	176.165
0.3	45	166.737
0.3	45	16.4947
0.3	45	77.4315
0.3	45	163.746
0.3	45	144.354
0.3	45	12.9967
0.3	45	118.829
0.3	45	16.7988
0.3	45	167.187
0.3	45	99.8111
0.3	45	-69.8599
0.3	45	-137.56
0.3	45	-3.58176
0.3	45	142.798
0.3	45	-13.9598
0.3	45	-124.126
0.3	45	159.603
0.3	45	160.909
0.3	45	162.286
0.3	45	144.298
0.3	45	38.3965
0.3	45	105.007
0.3	45	-49.5626
0.3	45	77.9946
0.3	45	-152.071
0.3	45	142.045
0.3	45	-179.246
0.3	45	-154.746
0.3	45	170.784
0.3	45	-112.799
0.3	45	133.459
0.3	45	34.6039
0.3	45	-110.028
0.3	45	53.6925
0.3	45	173.912
0.3	45	-28.521
0.3	45	-49.973
0.3	45	48.2432
0.3	45	49.6392
0.3	45	60.56
0.3	45	99.2711
0.3	45	113.186
0.3	45	-139.655
0.3	45	-177.942
0.3	45	-66.0793
0.3	45	66.2547
0.3	45	-124.894
0.3	45	-44.3858
0.3	45	-30.9883
0.3	45	-31.9715
0.3	45	118.374
0.3	45	-52.9912
0.3	45	-57.9165
0.3	45	103.42
0.3	45	-177.034
0.3	45	-166.864
0.3	45	-86.5086
0.3	45	153.751
0.3	45	-102.029
0.3	45	16.6188
0.3	45	107.344
0.3	45	-86.167
0.3	45	-71.4917
0.3	45	-66.3884
0.3	45	119.119
0.3	45	-24.4464
0.3	45	35.4408
0.3	45	-35.0731
0.3	45	-24.7849
0.3	45	34.2298
0.3	45	-35.8973
0.3	45	45.3834
0.3	45	-37.0317
0.3	45	55.2398
0.3	45	0.731891
0.3	45	103.796
0.3	45	-20.4323
0.3	45	164.968
0.3	45	113.935
0.3	45	154.722
0.3	45	162.563
0.3	45	-73.9736
0.3	45	-159.287
0.3	45	79.6797
0.3	45	-152.727
0.3	45	-30.0878
0.3	45	149.362
0.3	45	-122.976
0.3	45	-167.873
0.3	45	11.0789
0.3	45	-141.092
0.3	45	-14.0422
0.3	45	5.93875
0.3	45	95.5504
0.3	45	-173.68
0.3	45	79.1872
0.3	45	153.786
0.3	45	148.314
0.3	45	-130.926
0.3	45	131.169
0.3	45	21.4111
0.3	45	144.538
0.3	45	-13.7638
0.3	45	-26.2036
0.3	45	-170.736
0.3	45	-58.7626
0.3	45	99.6077
0.3	45	-34.2476
0.3	45	-116.624
0.3	45	111.116
0.3	45	-44.8296
0.3	45	-5.17067
0.3	45	1.33939
0.3	45	-110.848
0.3	45	2.44359
0.3	45	-125.097
0.3	45	145.389
0.3	45	-74.6105
0.3	45	-113.051
0.3	45	41.4471
0.3	45	159.562
0.3	45	141.698
0.3	45	-2.27211
0.3	45	-136.708
0.3	45	-57.6767
0.3	45	137.206
0.3	45	-59.1865
0.3	45	58.3463
0.3	45	-87.4819
0.3	45	139.377
0.3	45	-88.2962
0.3	45	-100.087
0.3	45	-77.7607
0.3	45	62.0543
0.3	45	3.76799
0.3	45	-62.6302
0.3	45	-119.554
0.3	45	8.47083
0.3	45	14.6042
0.3	45	-161.896
0.3	45	-176.018
0.3	45	126.448
0.3	45	-58.0698
0.3	45	89.0115
0.3	45	105.439
0.3	45	156.116
0.3	45	179.298
0.3	45	87.8407
0.3	45	-105.951
0.3	45	-46.7648
0.3	45	161.244
0.3	45	-176.761
0.3	45	99.172
0.3	45	34.3649
0.3	45	-164.577
0.3	45	165.457
0.3	45	-27.1658
0.3	45	58.4116
0.3	45	76.8036
0.3	45	-139.458
0.3	45	128.207
0.3	45	-68.5863
0.3	45	50.7327
0.3	45	-118.644
0.3	45	36.7116
0.3	45	-154.028
0.3	45	-64.6087
0.3	45	-114.496
0.3	45	-13.435
0.3	45	-139.981
0.3	45	94.8376
0.3	45	75.0424
0.3	45	-97.9858
0.3	45	160.36
0.3	45	-129.21
0.3	45	71.5534
0.3	45	-10.7627
0.3	45	-72.0917
0.3	45	42.0304
0.3	45	-55.1491
0.3	45	-101.299
0.3	45	-35.8808
0.3	45	127.564
0.3	45	-96.9092
0.3	45	-20.9216
0.3	45	-172.95
0.3	45	-82.6275
0.3	45	-112.097
0.3	45	145.278
0.3	45	-44.9815
0.3	45	-153.103
0.3	45	72.6081
0.3	45	114.629
0.3	45	-5.25121
0.3	45	25.0668
0.3	45	-144.135
0.3	45	-138.393
0.3	45	-3.46656
0.3	45	-14.7487
0.3	45	-43.3173
0.3	45	42.9917
0.3	45	-89.5963
0.3	45	-75.5014
0.3	45	173.924
0.3	45	-86.2133
0.3	45	132.445
0.3	45	40.9139
0.3	45	73.136
0.3	45	-148.915
0.3	45	51.4202
0.3	45	-121.788
0.3	45	-128.132
0.3	45	-162.437
0.3	45	82.1777
0.3	45	-55.5618
0.3	45	-30.7754
0.3	45	121.974
0.3	45	-129.643
0.3	45	175.914
0.3	45	93.3413
0.3	45	58.7053
0.3	45	-167.895
0.3	45	-72.3209
0.3	45	8.25747
0.3	45	19.7365
0.3	45	-129.012
0.3	45	-156.49
0.3	45	157.9
0.3	45	-144.797
0.3	45	-142.197
0.3	45	12.0437
0.3	45	13.014
0.3	45	-169.827
0.3	45	-76.1738
0.3	45	-36.6884
0.3	45	131.821
0.3	45	-169.602
