pol	setting	phi
0.3	45	16.1835
0.3	45	-106.871
0.3	45	131.255
0.3	45	77.6361
0.3	45	82.5369
0.3	45	108.59
0.3	45	0.514505
0.3	45	64.4277
0.3	45	-9.98013
0.3	45	144.637
0.3	45	-151.612
0.3	45	-23.601
0.3	45	153.63
0.3	45	-25.5532
0.3	45	-55.4404
0.3	45	-174.562
0.3	45	-27.5485
0.3	45	-36.4769
0.3	45	56.935
0.3	45	-119.163
0.3	45	59.1111
0.3	45	6.67174
0.3	45	-73.9558
0.3	45	-61.7685
0.3	45	79.0871
0.3	45	-116.693
0.3	45	73.7871
0.3	45	140.1
0.3	45	-76.9921
0.3	45	55.3541
0.3	45	-33.2455
0.3	45	-171.325
0.3	45	12.7627
0.3	45	50.6518
0.3	45	-79.0666
0.3	45	-80.0474
0.3	45	-30.8338
0.3	45	-66.26
0.3	45	-95.593
0.3	45	-7.47161
0.3	45	-25.9832
0.3	45	-12.9495
0.3	45	141.635
0.3	45	129.083
0.3	45	-68.3722
0.3	45	-108.932
0.3	45	36.9089
0.3	45	87.3989
0.3	45	82.7509
0.3	45	16.5114
0.3	45	-53.9646
0.3	45	-141.406
0.3	45	126.868
0.3	45	38.7107
0.3	45	21.1167
0.3	45	-79.1812
0.3	45	149.319
0.3	45	-37.8923
0.3	45	151.34
0.3	45	-69.9753
0.3	45	-159.958
0.3	45	141.893
0.3	45	-47.0627
0.3	45	170.19
0.3	45	105.004
0.3	45	157.103
0.3	45	-58.964
0.3	45	-81.1774
0.3	45	-176.913
0.3	45	-64.0824
0.3	45	149.264
0.3	45	134.289
0.3	45	99.5358
0.3	45	45.1178
0.3	45	91.2217
0.3	45	-10.0077
0.3	45	-57.854
0.3	45	-21.2004
0.3	45	-178.666
0.3	45	-135.808
0.3	45	152.284
0.3	45	143.355
0.3	45	-149.96
0.3	45	54.5362
0.3	45	23.0963
0.3	45	-155.736
0.3	45	-19.4479
0.3	45	-61.3581
0.3	45	-165.466
0.3	45	35.8474
0.3	45	-8.16969
0.3	45	-28.6904
0.3	45	-119.796
0.3	45	-165.256
0.3	45	-158.057
0.3	45	118.004
0.3	45	77.5133
0.3	45	42.6607
0.3	45	16.7952
0.3	45	3.73234
0.3	45	131.7
0.3	45	35.7074
0.3	45	-5.18302
0.3	45	115.502
0.3	45	-163.169
0.3	45	38.929
0.3	45	54.0889
0.3	45	-5.98346
0.3	45	71.6888
0.3	45	-151.866
0.3	45	-118.853
0.3	45	127.529
0.3	45	81.027
0.3	45	-144.325
0.3	45	-34.2143
0.3	45	16.4321
0.3	45	-98.0013
0.3	45	-29.6662
0.3	45	4.51763
0.3	45	150.69
0.3	45	-114.559
0.3	45	-130.597
0.3	45	5.06466
0.3	45	157.223
0.3	45	-12.9459
0.3	45	-178.077
0.3	45	161.104
0.3	45	-56.3731
0.3	45	166.314
0.3	45	104.716
0.3	45	-170.172
0.3	45	62.9938
0.3	45	-102.651
0.3	45	-169.505
0.3	45	165.016
0.3	45	93.0619
0.3	45	-102.973
0.3	45	-128.284
0.3	45	66.5308
0.3	45	-11.7276
0.3	45	149.24
0.3	45	-162.965
0.3	45	-29.3587
0.3	45	104.724
0.3	45	-2.43871
0.3	45	177.751
0.3	45	-121.151
0.3	45	-57.206
0.3	45	119.366
0.3	45	118.974
0.3	45	128.994
0.3	45	-122.896
0.3	45	54.4009
0.3	45	-116.669
0.3	45	14.0741
0.3	45	-5.30105
0.3	45	-88.4888
0.3	45	-54.7857
0.3	45	165.485
0.3	45	12.3104
0.3	45	120.808
0.3	45	-171.93
0.3	45	-33.191
0.3	45	110.346
0.3	45	-135.959
0.3	45	-34.3877
0.3	45	-162.608
0.3	45	66.9164
0.3	45	130.246
0.3	45	-13.0577
0.3	45	5.4782
0.3	45	-17.0137
0.3	45	14.1028
0.3	45	143.854
0.3	45	7.06604
0.3	45	45.6756
0.3	45	0.265819
0.3	45	23.4822
0.3	45	133.701
0.3	45	106.375
0.3	45	16.6142
0.3	45	-107.516
0.3	45	-133.138
0.3	45	45.4658
0.3	45	126.172
0.3	45	164.067
0.3	45	-64.518
0.3	45	-109.607
0.3	45	-54.7875
0.3	45	120.37
0.3	45	-123.29
0.3	45	-13.2306
0.3	45	-18.3621
0.3	45	96.9288
0.3	45	177.368
0.3	45	99.6127
0.3	45	-79.0146
0.3	45	97.7919
0.3	45	151.96
0.3	45	40.6528
0.3	45	110.742
0.3	45	13.1082
0.3	45	129.072
0.3	45	106.392
0.3	45	75.0663
0.3	45	-120.889
0.3	45	-28.3007
0.3	45	-74.1276
0.3	45	-164.297
0.3	45	-19.2133
0.3	45	-113.886
0.3	45	-131.276
0.3	45	-56.8554
0.3	45	154.881
0.3	45	62.5039
0.3	45	-47.9884
0.3	45	-56.4041
0.3	45	47.303
0.3	45	111.836
0.3	45	42.8118
0.3	45	107.729
0.3	45	-16.8133
0.3	45	88.3083
0.3	45	120.786
0.3	45	41.0488
0.3	45	177.304
0.3	45	-161.269
0.3	45	125.371
0.3	45	-52.1513
0.3	45	88.1706
0.3	45	23.3395
0.3	45	42.0042
0.3	45	-54.1578
0.3	45	-128.814
0.3	45	-161.161
0.3	45	-61.3006
0.3	45	66.4266
0.3	45	-37.3625
0.3	45	-97.8989
0.3	45	-50.7999
0.3	45	-79.8718
0.3	45	-103.277
0.3	45	117.441
0.3	45	102.546
0.3	45	-148.487
0.3	45	-10.3322
0.3	45	-42.6041
0.3	45	9.41326
0.3	45	37.1806
0.3	45	-49.5117
0.3	45	126.852
0.3	45	-152.144
0.3	45	120.592
0.3	45	-70.0412
0.3	45	-21.9179
0.3	45	-79.6855
0.3	45	72.2774
0.3	45	-109.236
0.3	45	10.0744
0.3	45	-119.225
0.3	45	-47.0685
0.3	45	1.24936
0.3	45	-47.7378
0.3	45	-147.846
0.3	45	-100.917
0.3	45	-46.182
0.3	45	83.7267
0.3	45	119.519
0.3	45	-47.4716
0.3	45	-1.95632
0.3	45	30.2977
0.3	45	77.5697
0.3	45	-53.6951
0.3	45	-18.7169
0.3	45	-103.134
0.3	45	-104.906
0.3	45	143.982
0.3	45	-80.2536
0.3	45	-68.9645
0.3	45	66.1248
0.3	45	-107.077
0.3	45	77.9002
0.3	45	-50.8408
0.3	45	63.2277
0.3	45	31.7321
0.3	45	109.918
0.3	45	-4.15614
0.3	45	-1.2641
0.3	45	-4.611
0.3	45	-84.6114
0.3	45	-119.704
0.3	45	-78.582
0.3	45	51.0586
0.3	45	-107.617
0.3	45	-63.741
0.3	45	112.58
0.3	45	-34.4193
0.3	45	58.5341
0.3	45	-57.7211
0.3	45	-19.7853
0.3	45	-155.885
0.3	45	123.409
0.3	45	169.029
0.3	45	131.181
0.3	45	125.713
0.3	45	106.423
