pol	setting	phi
0.3	45	117.129
0.3	45	3.19137
0.3	45	-156.355
0.3	45	-143.052
0.3	45	175.614
0.3	45	-54.2859
0.3	45	89.7125
0.3	45	-61.4971
0.3	45	-17.5315
0.3	45	-48.8478
0.3	45	-45.7074
0.3	45	-22.3972
0.3	45	32.6136
0.3	45	-176.48
0.3	45	95.4008
0.3	45	-156.135
0.3	45	-154.449
0.3	45	9.9544
0.3	45	27.2574
0.3	45	162.507
0.3	45	31.1254
0.3	45	-73.1897
0.3	45	-75.1974
0.3	45	48.3907
0.3	45	-63.434
0.3	45	-167.992
0.3	45	132.223
0.3	45	-72.2166
0.3	45	-112.59
0.3	45	92.4864
0.3	45	29.4425
0.3	45	8.61742
0.3	45	-2.90203
0.3	45	-156.13
0.3	45	69.2842
0.3	45	167.898
0.3	45	2.47903
0.3	45	-14.5426
0.3	45	-134.675
0.3	45	-6.19389
0.3	45	135.748
0.3	45	-142.393
0.3	45	166.694
0.3	45	112.753
0.3	45	167.844
0.3	45	135.74
0.3	45	-17.5629
0.3	45	-170.19
0.3	45	170.404
0.3	45	-154.275
0.3	45	-43.3959
0.3	45	65.2455
0.3	45	-168.737
0.3	45	-35.8893
0.3	45	3.32992
0.3	45	71.1207
0.3	45	165.905
0.3	45	166.196
0.3	45	-84.7096
0.3	45	-125.034
0.3	45	-176.28
0.3	45	-128.538
0.3	45	-61.7845
0.3	45	-155.802
0.3	45	-137.775
0.3	45	143.153
0.3	45	113.304
0.3	45	79.5324
0.3	45	-142.24
0.3	45	-103.174
0.3	45	-39.2753
0.3	45	-27.7069
0.3	45	176.939
0.3	45	-33.9579
0.3	45	116.744
0.3	45	47.3656
0.3	45	-50.9767
0.3	45	-69.8963
0.3	45	79.2301
0.3	45	50.2906
0.3	45	-117.217
0.3	45	-116.172
0.3	45	13.7687
0.3	45	2.01538
0.3	45	-121.242
0.3	45	178.967
0.3	45	-6.39265
0.3	45	179.049
0.3	45	46.1699
0.3	45	41
0.3	45	-73.1081
0.3	45	134.516
0.3	45	146.704
0.3	45	-16.5305
0.3	45	110.897
0.3	45	-179.766
0.3	45	-106.544
0.3	45	72.7562
0.3	45	-64.8913
0.3	45	159.101
0.3	45	-133.947
0.3	45	-29.8896
0.3	45	-80.2967
0.3	45	37.2596
0.3	45	14.2032
0.3	45	-12.8435
0.3	45	167.599
0.3	45	-146.176
0.3	45	23.1135
0.3	45	-92.1282
0.3	45	43.4011
0.3	45	174.046
0.3	45	131.148
0.3	45	-32.7678
0.3	45	-74.9416
0.3	45	-4.96445
0.3	45	135.287
0.3	45	-77.4908
0.3	45	140.287
0.3	45	34.3509
0.3	45	-27.2511
0.3	45	125.577
0.3	45	153.416
0.3	45	-19.7511
0.3	45	-166.673
0.3	45	-18.3928
0.3	45	71.0097
0.3	45	-10.9136
0.3	45	-40.065
0.3	45	-60.4838
0.3	45	152.07
0.3	45	147.327
0.3	45	-0.192063
0.3	45	-176.669
0.3	45	69.7614
0.3	45	-9.06956
0.3	45	151.822
0.3	45	127.042
0.3	45	115.411
0.3	45	12.6993
0.3	45	-81.2881
0.3	45	48.9846
0.3	45	44.3879
0.3	45	52.9949
0.3	45	18.856
0.3	45	39.0382
0.3	45	-52.2121
0.3	45	-100.185
0.3	45	168.118
0.3	45	-21.1502
0.3	45	116.384
0.3	45	157.703
0.3	45	157.875
0.3	45	-85.7876
0.3	45	134.572
0.3	45	-1.74155
0.3	45	-110.258
0.3	45	21.2712
0.3	45	66.1136
0.3	45	-16.2548
