pol	setting	phi
0.3	45	-175.711
0.3	45	-124.522
0.3	45	-73.3381
0.3	45	19.7511
0.3	45	-96.1643
0.3	45	-8.47739
0.3	45	-31.5434
0.3	45	48.5941
0.3	45	70.1857
0.3	45	174.513
0.3	45	-137.896
0.3	45	174.366
0.3	45	158.765
0.3	45	-74.8472
0.3	45	-10.631
0.3	45	-83.1739
0.3	45	-128.966
0.3	45	5.97641
0.3	45	165.858
0.3	45	14.6176
0.3	45	-47.3372
0.3	45	-2.09818
0.3	45	-19.4904
0.3	45	-78.0504
0.3	45	155.85
0.3	45	-65.3657
0.3	45	-96.9111
0.3	45	114.248
0.3	45	-153.807
0.3	45	153.348
0.3	45	125.059
0.3	45	-108.896
0.3	45	-83.1811
0.3	45	60.1582
0.3	45	-174.733
0.3	45	11.6558
0.3	45	-116.38
0.3	45	-96.6949
0.3	45	160.374
0.3	45	70.995
0.3	45	137.032
0.3	45	25.3347
0.3	45	-116.657
0.3	45	-170.14
0.3	45	15.0912
0.3	45	19.3328
0.3	45	77.8063
0.3	45	24.4643
0.3	45	114.503
0.3	45	-54.3777
0.3	45	11.6734
0.3	45	-46.3161
0.3	45	-45.8429
0.3	45	-103.863
0.3	45	-122.534
0.3	45	96.3343
0.3	45	166.369
0.3	45	-22.2558
0.3	45	-46.6558
0.3	45	-63.067
0.3	45	-132.404
0.3	45	4.42043
0.3	45	-61.2124
0.3	45	-151.382
0.3	45	-128.469
0.3	45	175.622
0.3	45	-89.8333
0.3	45	34.0716
0.3	45	22.6343
0.3	45	77.8179
0.3	45	114.679
0.3	45	-61.9003
0.3	45	-88.3575
0.3	45	-55.4758
0.3	45	20.701
0.3	45	173.408
0.3	45	6.44269
0.3	45	134.038
0.3	45	-158.247
0.3	45	-124.41
0.3	45	58.5774
0.3	45	-141.098
0.3	45	-106.664
0.3	45	-22.685
0.3	45	174.258
0.3	45	113.24
0.3	45	-59.2866
0.3	45	-118.629
0.3	45	112.597
0.3	45	102.874
0.3	45	39.591
0.3	45	-75.6915
0.3	45	93.9731
0.3	45	158.588
0.3	45	178.585
0.3	45	-143.824
0.3	45	42.7589
0.3	45	-26.1634
0.3	45	29.1361
0.3	45	-176.829
0.3	45	-84.5443
0.3	45	-24.974
0.3	45	131.458
0.3	45	-112.483
0.3	45	-150.587
0.3	45	20.8169
0.3	45	63.719
0.3	45	14.0687
0.3	45	179.835
0.3	45	-18.3621
0.3	45	-178.162
0.3	45	176.049
0.3	45	134.275
0.3	45	-45.2416
0.3	45	154.415
0.3	45	2.47252
0.3	45	-106.649
0.3	45	-40.2544
0.3	45	-106.638
0.3	45	-37.007
0.3	45	-11.4477
0.3	45	-173.053
0.3	45	35.4901
0.3	45	162.617
0.3	45	-174.914
0.3	45	-154.399
0.3	45	-19.9098
0.3	45	77.6711
0.3	45	89.0888
0.3	45	-108.078
0.3	45	104.86
0.3	45	-151.946
0.3	45	-150.682
0.3	45	-2.38962
0.3	45	-49.086
0.3	45	-86.2191
0.3	45	147.71
0.3	45	139.774
0.3	45	177.388
0.3	45	43.8272
0.3	45	-61.1442
0.3	45	7.89005
0.3	45	73.8756
0.3	45	-163.162
0.3	45	-101.678
0.3	45	26.484
0.3	45	37.4015
0.3	45	102.253
0.3	45	136.881
0.3	45	105.064
0.3	45	128.258
0.3	45	26.365
0.3	45	-140.855
0.3	45	127.435
0.3	45	-53.1871
0.3	45	-60.7431
0.3	45	119.787
0.3	45	-107.058
0.3	45	-75.2504
0.3	45	42.167
0.3	45	145.566
0.3	45	67.0782
0.3	45	-2.64815
0.3	45	106.853
0.3	45	-133.241
0.3	45	134.853
0.3	45	-164.849
0.3	45	72.6613
0.3	45	-19.6311
0.3	45	-168.572
0.3	45	97.592
0.3	45	-26.6959
0.3	45	119.753
0.3	45	-146.393
0.3	45	-119.624
0.3	45	-146.505
0.3	45	-129.685
0.3	45	95.4599
0.3	45	128.778
0.3	45	179.701
0.3	45	-13.6621
0.3	45	-16.9618
0.3	45	178.191
0.3	45	-30.6736
0.3	45	-16.3994
0.3	45	-108.404
0.3	45	-29.9116
0.3	45	-124.719
0.3	45	-160.13
0.3	45	2.97309
0.3	45	91.3133
0.3	45	56.424
0.3	45	159.264
0.3	45	99.8945
0.3	45	-30.325
0.3	45	-148.954
0.3	45	-165.208
0.3	45	-38.1323
0.3	45	-116.787
0.3	45	47.4183
0.3	45	-99.2632
0.3	45	-149.064
0.3	45	74.2313
0.3	45	147.839
0.3	45	-8.85587
0.3	45	2.53394
0.3	45	-59.404
0.3	45	99.3183
0.3	45	-72.1225
0.3	45	-1.28523
0.3	45	47.5267
0.3	45	143.977
0.3	45	14.3814
0.3	45	-109.751
0.3	45	107.229
0.3	45	147.6
0.3	45	-1.17478
0.3	45	112.319
0.3	45	-106.258
0.3	45	-32.2719
0.3	45	3.86708
0.3	45	-137.505
0.3	45	-20.4421
0.3	45	15.7684
0.3	45	22.5274
0.3	45	-35.2929
0.3	45	58.5072
0.3	45	175.342
0.3	45	148.276
0.3	45	-171.802
0.3	45	-23.4728
0.3	45	-130.255
0.3	45	0.99474
0.3	45	-119.043
0.3	45	-137.991
0.3	45	-177.205
0.3	45	-133.534
0.3	45	-126.372
0.3	45	137.63
0.3	45	154.315
0.3	45	-156.851
0.3	45	90.5029
0.3	45	-133.126
0.3	45	-7.47629
0.3	45	41.3542
0.3	45	-13.5046
0.3	45	-115.614
0.3	45	-70.8541
0.3	45	45.7357
0.3	45	93.9069
0.3	45	-126.267
0.3	45	54.2797
0.3	45	-44.9825
0.3	45	-71.4204
0.3	45	11.5795
0.3	45	69.8113
0.3	45	136.216
0.3	45	58.2438
0.3	45	-101.658
0.3	45	156.274
0.3	45	131.588
