pol	setting	phi
0.3	45	-112.765
0.3	45	-145.331
0.3	45	-64.7151
0.3	45	117.474
0.3	45	6.2424
0.3	45	-52.1408
0.3	45	-86.1105
0.3	45	28.1312
0.3	45	-55.9918
0.3	45	-57.1906
0.3	45	-105.851
0.3	45	22.4078
0.3	45	41.2845
0.3	45	154.34
0.3	45	-142.987
0.3	45	118.516
0.3	45	-137.762
0.3	45	110.93
0.3	45	133.697
0.3	45	-138.826
0.3	45	143.991
0.3	45	-116.406
0.3	45	-135.315
0.3	45	121.123
0.3	45	-140.76
0.3	45	-60.161
0.3	45	-112.065
0.3	45	10.6632
0.3	45	-21.3813
0.3	45	-79.7002
0.3	45	175.684
0.3	45	151.523
0.3	45	-153.007
0.3	45	-150.33
0.3	45	-176.851
0.3	45	-49.2033
0.3	45	169.317
0.3	45	3.15171
0.3	45	44.5151
0.3	45	95.4093
0.3	45	-119.59
0.3	45	-92.4591
0.3	45	162.393
0.3	45	137.789
0.3	45	-20.7058
0.3	45	-139.56
0.3	45	155.489
0.3	45	4.62992
0.3	45	-67.4377
0.3	45	-5.58832
0.3	45	168.567
0.3	45	-50.3885
0.3	45	-174.047
0.3	45	19.7506
0.3	45	-87.2623
0.3	45	-34.7281
0.3	45	11.605
0.3	45	-56.5161
0.3	45	87.8368
0.3	45	-115.765
0.3	45	-166.627
0.3	45	-167.749
0.3	45	-65.3066
0.3	45	3.70801
0.3	45	99.5204
0.3	45	1.53596
0.3	45	175.907
0.3	45	85.867
0.3	45	-3.91772
0.3	45	3.87279
0.3	45	-18.7183
0.3	45	108.806
0.3	45	121.873
0.3	45	48.5136
0.3	45	-26.1734
0.3	45	-110.624
0.3	45	96.6023
0.3	45	127.122
0.3	45	-72.8266
0.3	45	-7.27598
0.3	45	102.865
0.3	45	77.9932
0.3	45	85.9115
0.3	45	-52.8189
0.3	45	131.581
0.3	45	9.28703
0.3	45	-74.3767
0.3	45	93.6676
0.3	45	-54.5101
0.3	45	-61.3611
0.3	45	108.279
0.3	45	-109.295
0.3	45	-40.2921
0.3	45	-121.939
0.3	45	-22.1951
0.3	45	37.3895
0.3	45	129.727
0.3	45	-172.925
0.3	45	-104.457
0.3	45	-142.736
0.3	45	-163.954
0.3	45	149.146
0.3	45	153.85
0.3	45	-20.5691
0.3	45	174.131
0.3	45	-100.583
0.3	45	-12.9833
0.3	45	-12.0174
0.3	45	165.35
0.3	45	90.965
0.3	45	137.589
0.3	45	20.2162
0.3	45	-114.421
0.3	45	-132.5
0.3	45	117.184
0.3	45	-69.6988
0.3	45	64.3467
0.3	45	119.683
0.3	45	1.85475
0.3	45	48.2545
0.3	45	-45.7706
0.3	45	36.4259
0.3	45	0.566284
0.3	45	-162.437
0.3	45	-47.1123
0.3	45	117.294
0.3	45	-93.5919
0.3	45	75.7254
0.3	45	63.5182
0.3	45	121.782
0.3	45	-130.115
0.3	45	164.125
0.3	45	-101.159
0.3	45	-123.756
0.3	45	91.6935
0.3	45	-173.788
0.3	45	64.8605
0.3	45	133.414
0.3	45	165.965
0.3	45	-122.808
0.3	45	-123.981
0.3	45	-15.9851
0.3	45	-147.693
0.3	45	150.311
0.3	45	-15.0106
0.3	45	-13.3833
0.3	45	95.4995
0.3	45	26.2248
0.3	45	26.8212
0.3	45	-148.187
0.3	45	94.0103
0.3	45	-68.7966
0.3	45	-88.2045
0.3	45	36.7435
0.3	45	174.241
0.3	45	114.557
0.3	45	2.20993
0.3	45	-177.485
0.3	45	103.693
0.3	45	-19.525
0.3	45	22.8565
0.3	45	-102.699
0.3	45	77.6867
0.3	45	-100.55
0.3	45	132.577
0.3	45	21.9738
0.3	45	112.674
0.3	45	107.958
0.3	45	151.613
0.3	45	-25.1375
0.3	45	-95.3526
0.3	45	51.5709
0.3	45	-147.172
0.3	45	95.0016
0.3	45	-157.136
0.3	45	-155.954
0.3	45	134.554
0.3	45	124.376
0.3	45	-69.3903
0.3	45	-80.6839
0.3	45	143.594
0.3	45	-176.636
0.3	45	149.273
0.3	45	19.3312
0.3	45	30.7999
0.3	45	129.955
0.3	45	-88.3964
0.3	45	-106.988
0.3	45	141.117
0.3	45	78.0115
0.3	45	143.804
0.3	45	-150.106
0.3	45	-145.747
0.3	45	-1.97456
0.3	45	-90.6371
0.3	45	-88.5721
0.3	45	138.927
0.3	45	-125.484
0.3	45	-82.7415
0.3	45	112.149
0.3	45	100.692
0.3	45	146.223
0.3	45	87.2315
0.3	45	-67.5469
0.3	45	124.962
0.3	45	-58.8217
0.3	45	38.079
0.3	45	-72.7063
0.3	45	134.321
0.3	45	8.58597
0.3	45	116.61
0.3	45	-18.942
0.3	45	156.445
0.3	45	93.0284
0.3	45	-97.3955
0.3	45	-96.5143
0.3	45	110.908
0.3	45	45.2778
