pol	setting	phi
0.3	45	107.46
0.3	45	172.61
0.3	45	-19.6208
0.3	45	-36.0681
0.3	45	6.35466
0.3	45	-10.5335
0.3	45	-39.136
0.3	45	153.3
0.3	45	61.8029
0.3	45	-83.8033
0.3	45	3.54927
0.3	45	24.0947
0.3	45	150.527
0.3	45	149.336
0.3	45	112.05
0.3	45	92.2942
0.3	45	-72.8525
0.3	45	-82.1898
0.3	45	107.3
0.3	45	-35.2413
0.3	45	115.928
0.3	45	91.9533
0.3	45	-23.957
0.3	45	-90.5314
0.3	45	151.469
0.3	45	50.585
0.3	45	-13.3987
0.3	45	66.6707
0.3	45	-169.677
0.3	45	73.934
0.3	45	-23.1696
0.3	45	-69.8527
0.3	45	171.206
0.3	45	111.685
0.3	45	12.8695
0.3	45	132.293
0.3	45	64.5147
0.3	45	-50.622
0.3	45	125.846
0.3	45	-24.9546
0.3	45	138.793
0.3	45	-8.55741
0.3	45	-3.28691
0.3	45	170.393
0.3	45	173.067
0.3	45	175.836
0.3	45	153.179
0.3	45	-138.649
0.3	45	-37.1647
0.3	45	45.3018
0.3	45	12.735
0.3	45	-143.452
0.3	45	-15.5408
0.3	45	-139.926
0.3	45	-125.962
0.3	45	43.3619
0.3	45	-65.1725
0.3	45	129.605
0.3	45	-12.4718
0.3	45	-160.82
0.3	45	90.9366
0.3	45	-61.8438
0.3	45	175.771
0.3	45	-119.102
0.3	45	-140.045
0.3	45	14.0987
0.3	45	-39.3771
0.3	45	-62.3636
0.3	45	164.871
0.3	45	-45.6196
0.3	45	-96.7675
0.3	45	-22.1086
0.3	45	-114.711
0.3	45	-71.7313
0.3	45	-133.505
0.3	45	149.17
0.3	45	-133.183
0.3	45	29.9666
0.3	45	-22.8366
0.3	45	7.20989
0.3	45	-118.306
0.3	45	134.579
0.3	45	-109.176
0.3	45	-78.7059
0.3	45	172.218
0.3	45	82.8051
0.3	45	-28.1164
0.3	45	65.7022
0.3	45	-168.917
0.3	45	77.3486
0.3	45	73.7234
0.3	45	-129.164
0.3	45	-69.2125
0.3	45	-162.92
0.3	45	15.3941
0.3	45	-101.912
0.3	45	51.3173
0.3	45	21.9982
0.3	45	-145.511
0.3	45	103.737
0.3	45	-158.794
0.3	45	143.89
0.3	45	160.001
0.3	45	101.847
0.3	45	-80.0411
0.3	45	53.4608
0.3	45	-71.7691
0.3	45	96.2547
0.3	45	13.7089
0.3	45	-0.568933
0.3	45	9.84105
0.3	45	-41.6081
0.3	45	99.8092
0.3	45	71.9135
0.3	45	54.5979
0.3	45	9.7158
0.3	45	-134.845
0.3	45	-111.366
0.3	45	-179.837
0.3	45	42.7902
0.3	45	-149.527
0.3	45	113.064
0.3	45	-177.346
0.3	45	173.821
0.3	45	-99.302
0.3	45	-122.751
0.3	45	-178.557
0.3	45	-64.8353
0.3	45	-31.106
0.3	45	-18.9904
0.3	45	-139.581
0.3	45	-41.5699
0.3	45	97.182
0.3	45	-32.9134
0.3	45	125.98
0.3	45	-19.2997
0.3	45	-155.861
0.3	45	93.2589
0.3	45	-12.5974
0.3	45	103.64
0.3	45	38.9502
0.3	45	-141.657
0.3	45	-105.055
0.3	45	-159.28
0.3	45	153.042
0.3	45	-36.6294
0.3	45	-164.338
0.3	45	-36.4153
0.3	45	-95.7403
0.3	45	136.007
0.3	45	51.4182
0.3	45	-77.8215
0.3	45	-169.205
0.3	45	-103.503
0.3	45	115.867
0.3	45	-120.795
0.3	45	116.059
0.3	45	-93.0477
0.3	45	179.777
0.3	45	35.6127
0.3	45	-79.0959
0.3	45	-141.891
0.3	45	75.952
0.3	45	-106.162
0.3	45	-107.349
0.3	45	-136.444
0.3	45	37.6398
0.3	45	46.0932
0.3	45	7.25717
0.3	45	65.058
0.3	45	-155.614
0.3	45	14.5364
0.3	45	146.48
0.3	45	-9.99528
0.3	45	-168.44
0.3	45	25.3809
0.3	45	25.7397
0.3	45	-17.8563
0.3	45	-5.1523
0.3	45	155.24
0.3	45	-11.4329
0.3	45	131.664
0.3	45	-32.2965
0.3	45	141.839
0.3	45	43.5085
0.3	45	144.881
0.3	45	108.167
0.3	45	86.9684
0.3	45	178.859
0.3	45	142.659
0.3	45	95.4837
0.3	45	74.7632
0.3	45	100.875
0.3	45	93.4848
0.3	45	-68.7609
0.3	45	-36.8031
0.3	45	169.448
0.3	45	-89.1352
0.3	45	25.6799
0.3	45	-131.432
0.3	45	117.5
0.3	45	-50.7955
0.3	45	-106.168
0.3	45	-46.5933
0.3	45	-95.1395
0.3	45	176.497
0.3	45	139.198
0.3	45	-119.533
0.3	45	164.606
0.3	45	-124.266
0.3	45	-79.3973
0.3	45	-49.819
0.3	45	-53.9174
0.3	45	-40.0894
0.3	45	19.4663
0.3	45	94.5235
0.3	45	29.2378
0.3	45	-96.0799
0.3	45	-162.162
0.3	45	95.3132
0.3	45	-33.3206
0.3	45	-53.3657
0.3	45	-1.63726
0.3	45	-98.8349
0.3	45	-179.32
0.3	45	164.092
0.3	45	58.1563
0.3	45	-75.9856
0.3	45	132.54
0.3	45	-115.038
0.3	45	167.079
0.3	45	160.063
0.3	45	107.618
0.3	45	-7.78053
0.3	45	60.8948
0.3	45	-28.0589
0.3	45	171.193
0.3	45	-152.275
0.3	45	-157.417
0.3	45	111.543
0.3	45	159.581
0.3	45	1.7179
0.3	45	30.0521
0.3	45	-173.347
0.3	45	136.155
0.3	45	7.06175
0.3	45	160.227
0.3	45	-124.362
0.3	45	47.2763
0.3	45	-136.42
0.3	45	-30.9696
0.3	45	95.9877
0.3	45	5.7399
0.3	45	-2.46556
0.3	45	-52.4259
0.3	45	111.893
0.3	45	71.4128
0.3	45	-153.829
0.3	45	-19.6635
0.3	45	94.6878
0.3	45	70.7025
0.3	45	-91.3229
0.3	45	158.207
0.3	45	76.9419
0.3	45	152.914
0.3	45	-179.089
0.3	45	-62.9316
0.3	45	70.7834
0.3	45	-125.637
0.3	45	171.405
0.3	45	2.46931
0.3	45	13.6874
0.3	45	113.692
0.3	45	-139.822
0.3	45	148.829
0.3	45	-9.24734
0.3	45	140.589
0.3	45	135.819
0.3	45	-56.5115
0.3	45	125.688
0.3	45	83.3522
0.3	45	171.553
0.3	45	-23.6366
0.3	45	80.321
0.3	45	-31.0956
0.3	45	-130.468
0.3	45	142.391
0.3	45	-153.476
0.3	45	-43.9766
0.3	45	166.928
0.3	45	103.306
0.3	45	-28.5396
0.3	45	111.375
0.3	45	141.369
0.3	45	165.295
0.3	45	142.096
0.3	45	153.692
0.3	45	128.805
0.3	45	-103.936
0.3	45	-38.1389
0.3	45	-11.9825
0.3	45	-162.634
0.3	45	-62.4908
0.3	45	-129.534
0.3	45	75.4675
0.3	45	103.791
0.3	45	116.688
0.3	45	127.816
0.3	45	-86.8144
0.3	45	-96.1495
0.3	45	-97.1589
0.3	45	131.76
0.3	45	-30.4928
0.3	45	-0.861027
0.3	45	-86.6675
0.3	45	-44.8267
0.3	45	-1.70462
0.3	45	-48.3565
0.3	45	-0.980788
0.3	45	41.1851
0.3	45	-16.264
0.3	45	82.4303
0.3	45	97.5758
0.3	45	-22.1172
0.3	45	97.2259
0.3	45	-154.171
0.3	45	-40.963
0.3	45	131.355
0.3	45	66.7825
0.3	45	-39.5352
0.3	45	21.6729
0.3	45	-129.415
0.3	45	-30.1285
0.3	45	-45.6819
0.3	45	-139.6
0.3	45	150.169
0.3	45	-60.7736
0.3	45	-28.6293
0.3	45	-115.301
0.3	45	-11.4491
0.3	45	-100.791
0.3	45	68.6023
0.3	45	37.707
0.3	45	53.0312
0.3	45	-175.685
0.3	45	112.588
0.3	45	123.804
0.3	45	-171.496
0.3	45	-165.25
0.3	45	23.2651
0.3	45	-30.8161
0.3	45	-148.094
0.3	45	-138.259
0.3	45	34.7301
0.3	45	81.2568
0.3	45	86.6203
0.3	45	14.2859
0.3	45	-153.296
0.3	45	119.666
0.3	45	-85.8999
0.3	45	-58.8906
0.3	45	-88.0524
0.3	45	68.7677
0.3	45	-35.1134
0.3	45	-80.2957
0.3	45	-65.5939
0.3	45	179.714
0.3	45	-135.203
0.3	45	46.1267
