pol	setting	phi
0.3	45	-40.5225
0.3	45	-79.8831
0.3	45	93.553
0.3	45	85.8789
0.3	45	1.71813
0.3	45	103.293
0.3	45	80.6222
0.3	45	-15.4415
0.3	45	45.7257
0.3	45	-96.4273
0.3	45	125.907
0.3	45	-94.055
0.3	45	-34.6457
0.3	45	-11.3172
0.3	45	133.405
0.3	45	83.0211
0.3	45	164.088
0.3	45	116.407
0.3	45	143.765
0.3	45	-92.4459
0.3	45	128.701
0.3	45	115.302
0.3	45	25.1945
0.3	45	111.061
0.3	45	-18.847
0.3	45	80.4041
0.3	45	-91.7474
0.3	45	4.4712
0.3	45	-97.8785
0.3	45	30.5051
0.3	45	-147.134
0.3	45	-98.8151
0.3	45	-163.204
0.3	45	-56.0873
0.3	45	-121.628
0.3	45	3.97094
0.3	45	131.128
0.3	45	85.2651
0.3	45	146.371
0.3	45	47.4966
0.3	45	167.341
0.3	45	58.7668
0.3	45	-76.9593
0.3	45	176.172
0.3	45	151.964
0.3	45	62.5097
0.3	45	-23.5667
0.3	45	-175.926
0.3	45	130.93
0.3	45	-116.806
0.3	45	-173.773
0.3	45	-105.509
0.3	45	-89.7158
0.3	45	-4.37525
0.3	45	-128.079
0.3	45	-57.1227
0.3	45	168.696
0.3	45	-139.481
0.3	45	6.99174
0.3	45	43.2937
0.3	45	-142.24
0.3	45	-62.972
0.3	45	54.6787
0.3	45	-35.487
0.3	45	88.8328
0.3	45	107.124
0.3	45	-129.51
0.3	45	-45.3607
0.3	45	-10.0934
0.3	45	109.785
0.3	45	135.582
0.3	45	115.33
0.3	45	-150.164
0.3	45	78.5355
0.3	45	-12.7539
0.3	45	139.442
0.3	45	160.484
0.3	45	-33.5702
0.3	45	69.8767
0.3	45	110.792
0.3	45	-131.408
0.3	45	5.1902
0.3	45	48.9681
0.3	45	-135.07
0.3	45	-130.485
0.3	45	-157.103
0.3	45	-65.7521
0.3	45	120.995
0.3	45	-66.9955
0.3	45	-73.1448
0.3	45	-174.126
0.3	45	20.3866
0.3	45	-157.542
0.3	45	-3.75129
0.3	45	152.955
0.3	45	105.651
0.3	45	-68.305
0.3	45	31.8213
0.3	45	-17.8283
0.3	45	-141.383
0.3	45	-93.2786
0.3	45	-45.1951
0.3	45	118.942
0.3	45	166.868
0.3	45	86.9125
0.3	45	-143.827
0.3	45	-50.4265
0.3	45	44.1685
0.3	45	-178.1
0.3	45	-94.6451
0.3	45	-155.766
0.3	45	-10.1694
0.3	45	136.628
0.3	45	-99.4235
0.3	45	84.8424
0.3	45	-103.389
0.3	45	67.3293
0.3	45	-11.9132
0.3	45	-84.684
0.3	45	63.6877
0.3	45	-49.0607
0.3	45	86.2167
0.3	45	-17.4571
0.3	45	-76.45
0.3	45	-157.845
0.3	45	74.198
0.3	45	-118.305
0.3	45	-120.827
0.3	45	-125.993
0.3	45	148.453
0.3	45	50.3461
0.3	45	-22.4049
0.3	45	-178.431
0.3	45	157.593
0.3	45	-30.3453
0.3	45	165.622
0.3	45	-28.2348
0.3	45	-179.939
0.3	45	17.9825
0.3	45	131.869
0.3	45	-46.8357
0.3	45	-112.305
0.3	45	119.729
0.3	45	-100.508
0.3	45	-36.5431
0.3	45	6.07059
0.3	45	16.0626
0.3	45	176.552
0.3	45	-84.6166
0.3	45	-148.258
0.3	45	-121.679
0.3	45	-0.00788388
0.3	45	14.7902
0.3	45	-31.9517
0.3	45	27.4348
0.3	45	-59.5494
0.3	45	69.7137
0.3	45	123.922
0.3	45	-46.6818
0.3	45	-128.7
0.3	45	-143.626
0.3	45	-120.772
0.3	45	116.914
0.3	45	101.945
0.3	45	-145.454
0.3	45	130.483
0.3	45	-37.4573
0.3	45	-35.6583
0.3	45	89.9187
0.3	45	-20.3747
0.3	45	-173.209
0.3	45	-27.637
0.3	45	-110.463
0.3	45	-114.372
0.3	45	-167.733
0.3	45	128.988
0.3	45	138.929
0.3	45	-22.9465
0.3	45	20.2837
0.3	45	-174.597
0.3	45	147.331
0.3	45	-96.1101
0.3	45	-134.083
0.3	45	-56.302
0.3	45	-176.475
0.3	45	178.1
0.3	45	-147.808
0.3	45	64.0859
0.3	45	-160.454
0.3	45	-160.753
0.3	45	134.332
0.3	45	-69.9318
0.3	45	81.3085
0.3	45	-32.9244
0.3	45	-76.9509
0.3	45	-178.344
0.3	45	-67.5549
0.3	45	114.454
0.3	45	-57.5935
0.3	45	-102.955
0.3	45	23.0224
0.3	45	-12.1132
0.3	45	146.011
0.3	45	9.68535
0.3	45	-179.396
0.3	45	-121.125
0.3	45	-164.663
0.3	45	173.02
0.3	45	35.14
0.3	45	-170.263
0.3	45	-128.084
0.3	45	130.043
0.3	45	-159.132
0.3	45	1.75668
0.3	45	-91.5144
0.3	45	-114.353
0.3	45	-149.294
0.3	45	61.6473
0.3	45	121.224
0.3	45	59.0994
0.3	45	38.3
0.3	45	-63.6314
0.3	45	85.5842
0.3	45	-166.272
0.3	45	134.158
0.3	45	45.148
0.3	45	-25.381
0.3	45	127.152
0.3	45	69.082
0.3	45	-45.6603
0.3	45	43.3521
0.3	45	27.6803
0.3	45	50.2637
0.3	45	130.932
0.3	45	87.8835
0.3	45	38.1214
0.3	45	-177.508
0.3	45	71.1483
0.3	45	109.757
0.3	45	152.747
0.3	45	-176.913
0.3	45	-91.9738
0.3	45	-4.67476
0.3	45	-6.0738
0.3	45	114.862
0.3	45	174.818
0.3	45	-80.8291
0.3	45	96.1252
0.3	45	-15.9934
0.3	45	-37.7765
0.3	45	75.4544
0.3	45	95.6715
0.3	45	114.576
0.3	45	-148.872
0.3	45	42.5044
