pol	setting	phi
0.3	45	-87.1371
0.3	45	-43.185
0.3	45	-107.405
0.3	45	15.6484
0.3	45	-175.021
0.3	45	-39.4104
0.3	45	-117.621
0.3	45	6.61036
0.3	45	105.926
0.3	45	-142.192
0.3	45	46.8036
0.3	45	123.989
0.3	45	-18.1969
0.3	45	-47.7959
0.3	45	-9.67491
0.3	45	91.5716
0.3	45	-44.4256
0.3	45	67.9776
0.3	45	-94.3119
0.3	45	-27.898
0.3	45	40.8507
0.3	45	-142.983
0.3	45	-100.397
0.3	45	-161.385
0.3	45	-99.8606
0.3	45	-158.956
0.3	45	-178.603
0.3	45	-31.4225
0.3	45	-149.001
0.3	45	82.5513
0.3	45	-7.61468
0.3	45	-39.7704
0.3	45	-31.127
0.3	45	132.055
0.3	45	-54.1369
0.3	45	24.6394
0.3	45	22.6787
0.3	45	-107.248
0.3	45	52.9449
0.3	45	-83.8198
0.3	45	-3.3696
0.3	45	-13.8605
0.3	45	-11.9498
0.3	45	-22.2383
0.3	45	72.1016
0.3	45	129.867
0.3	45	142.776
0.3	45	72.2971
0.3	45	-43.0023
0.3	45	-115.476
0.3	45	-137.716
0.3	45	62.4268
0.3	45	-85.1319
0.3	45	-151.426
0.3	45	-178.468
0.3	45	-123.483
0.3	45	135.326
0.3	45	107.509
0.3	45	-104.075
0.3	45	67.8586
0.3	45	-55.6277
0.3	45	-151.036
0.3	45	55.2924
0.3	45	-56.6329
0.3	45	81.6896
0.3	45	177.296
0.3	45	-74.3456
0.3	45	104.894
0.3	45	36.382
0.3	45	-169.081
0.3	45	-100.95
0.3	45	171.484
0.3	45	-81.8939
0.3	45	-176.072
0.3	45	87.9096
0.3	45	-85.1837
0.3	45	88.148
0.3	45	-140.356
0.3	45	-163.161
0.3	45	69.7301
0.3	45	-67.0086
0.3	45	-139.357
0.3	45	-179.571
0.3	45	154.998
0.3	45	-115.794
0.3	45	74.7105
0.3	45	94.1435
0.3	45	122.988
0.3	45	-64.2274
0.3	45	43.4403
0.3	45	-29.12
0.3	45	-103.778
0.3	45	133.492
0.3	45	-132.808
0.3	45	-39.122
0.3	45	-54.23
0.3	45	78.897
0.3	45	-84.5006
0.3	45	1.79874
0.3	45	-169.945
0.3	45	-126.589
0.3	45	-143.082
0.3	45	141.294
0.3	45	12.8426
0.3	45	71.6681
0.3	45	71.5293
0.3	45	-48.5844
0.3	45	177.479
0.3	45	165.022
0.3	45	-43.3955
0.3	45	-23.1295
0.3	45	85.3072
0.3	45	16.5501
0.3	45	-156.294
0.3	45	-173.429
0.3	45	143.607
0.3	45	163.888
0.3	45	40.1723
0.3	45	-64.847
0.3	45	115.103
0.3	45	-71.0103
0.3	45	21.5481
0.3	45	-141.53
0.3	45	-53.128
0.3	45	-121.212
0.3	45	-99.1511
0.3	45	-100.6
0.3	45	10.2046
0.3	45	59.1376
0.3	45	-75.8235
0.3	45	-114.204
0.3	45	-52.1447
0.3	45	-164.106
0.3	45	57.3085
0.3	45	23.284
0.3	45	126.768
0.3	45	21.2452
0.3	45	124.682
0.3	45	-50.7668
0.3	45	8.62809
0.3	45	-40.5275
0.3	45	147.347
0.3	45	-13.9894
0.3	45	-164.935
0.3	45	142.937
0.3	45	79.0674
0.3	45	-150.232
0.3	45	-141.025
0.3	45	29.9567
0.3	45	47.3311
0.3	45	120.597
0.3	45	92.323
0.3	45	13.4079
0.3	45	109.425
0.3	45	141.986
0.3	45	125.142
0.3	45	-99.1835
0.3	45	35.5943
0.3	45	126.041
0.3	45	-97.8911
0.3	45	-36.6353
0.3	45	-72.9201
0.3	45	-55.0443
0.3	45	57.4667
0.3	45	-109.813
0.3	45	-126.163
0.3	45	152.942
0.3	45	-171.907
0.3	45	134.359
0.3	45	-89.7695
0.3	45	116.312
0.3	45	-43.5676
0.3	45	-63.31
0.3	45	-21.3261
0.3	45	15.5258
0.3	45	131.239
0.3	45	-162.707
0.3	45	-145.504
0.3	45	-69.3285
0.3	45	-87.8277
0.3	45	-94.5787
0.3	45	-33.7696
0.3	45	112.241
0.3	45	64.5488
0.3	45	57.2096
0.3	45	94.4987
0.3	45	-70.7205
0.3	45	-7.75982
0.3	45	-0.327796
0.3	45	87.7315
0.3	45	125.94
0.3	45	-114.001
0.3	45	-80.4992
0.3	45	-2.53253
0.3	45	105.69
0.3	45	-126.113
0.3	45	-67.3581
0.3	45	-122.841
0.3	45	-17.0352
0.3	45	123.36
0.3	45	118.728
0.3	45	-129.277
0.3	45	152.296
0.3	45	-60.0456
0.3	45	-167.45
0.3	45	8.38851
0.3	45	-122.89
0.3	45	-65.8284
0.3	45	117.635
0.3	45	56.3956
0.3	45	-166.114
0.3	45	-42.121
0.3	45	132.266
0.3	45	-78.6736
0.3	45	139.822
0.3	45	-92.1262
0.3	45	6.45594
0.3	45	-173.274
0.3	45	-115.73
0.3	45	142.017
0.3	45	-89.8392
0.3	45	157.101
0.3	45	130.033
0.3	45	48.7826
0.3	45	-12.2307
0.3	45	-43.4957
0.3	45	130.216
0.3	45	-140.925
0.3	45	-3.50966
0.3	45	20.4187
0.3	45	129.82
0.3	45	-79.9831
0.3	45	116.879
0.3	45	39.8641
0.3	45	115.329
0.3	45	59.6038
0.3	45	43.8462
0.3	45	-139.175
0.3	45	-111.597
0.3	45	35.49
0.3	45	-26.0954
0.3	45	107.928
0.3	45	-100.9
0.3	45	-33.1285
0.3	45	-85.0647
0.3	45	8.30654
0.3	45	-69.0582
0.3	45	124.003
0.3	45	-177.421
0.3	45	-162.515
0.3	45	38.6056
0.3	45	-28.6715
0.3	45	-38.5216
0.3	45	8.42863
0.3	45	23.8882
0.3	45	175.528
0.3	45	-152.705
0.3	45	-61.0038
0.3	45	-111.579
0.3	45	-29.2448
0.3	45	3.83205
0.3	45	-13.1484
0.3	45	74.2048
0.3	45	47.355
0.3	45	-2.37196
0.3	45	175.189
0.3	45	-102.489
0.3	45	17.8861
0.3	45	111.812
0.3	45	-23.1397
0.3	45	-15.1559
0.3	45	123.569
0.3	45	-147.888
0.3	45	83.076
0.3	45	-128.979
0.3	45	-158.444
0.3	45	-63.7842
0.3	45	-63.0521
0.3	45	35.9625
0.3	45	45.5999
0.3	45	79.8458
0.3	45	134.333
0.3	45	-134.757
0.3	45	-43.1133
0.3	45	-140.18
0.3	45	107.381
0.3	45	-169.929
0.3	45	123.994
0.3	45	-128.224
0.3	45	69.219
0.3	45	14.7229
0.3	45	-2.99708
0.3	45	-98.3763
0.3	45	13.7789
0.3	45	-146.752
0.3	45	-22.6653
0.3	45	84.2926
0.3	45	-17.2952
0.3	45	-25.0605
0.3	45	40.7745
0.3	45	-65.7703
0.3	45	-17.7078
0.3	45	-48.0935
0.3	45	45.1351
0.3	45	-17.8158
0.3	45	-39.1543
0.3	45	-57.2099
0.3	45	-140.976
0.3	45	71.0891
0.3	45	23.1469
0.3	45	-127.82
0.3	45	-168.581
0.3	45	126.101
0.3	45	-99.3325
0.3	45	-80.7066
0.3	45	-24.2038
0.3	45	45.3325
0.3	45	125.487
0.3	45	74.9026
0.3	45	-13.2441
0.3	45	-45.9957
0.3	45	-99.9778
0.3	45	-34.4858
0.3	45	-55.0211
