pol	setting	phi
0.3	45	-16.8842
0.3	45	5.33313
0.3	45	-30.1394
0.3	45	-128.005
0.3	45	-85.7474
0.3	45	123.959
0.3	45	-74.9887
0.3	45	-9.90409
0.3	45	-92.2257
0.3	45	37.8549
0.3	45	31.7552
0.3	45	11.9852
0.3	45	51.0219
0.3	45	-22.2191
0.3	45	-172.218
0.3	45	-39.4652
0.3	45	-29.8125
0.3	45	21.0499
0.3	45	6.89117
0.3	45	164.631
0.3	45	104.044
0.3	45	-95.9533
0.3	45	-74.5827
0.3	45	63.8271
0.3	45	145.479
0.3	45	55.808
0.3	45	163.349
0.3	45	-50.6576
0.3	45	26.7708
0.3	45	-46.5453
0.3	45	-96.1098
0.3	45	140.839
0.3	45	102.434
0.3	45	-5.87157
0.3	45	-59.7557
0.3	45	122.91
0.3	45	-154.577
0.3	45	-84.7932
0.3	45	162.311
0.3	45	-93.604
0.3	45	-44.2471
0.3	45	-140.925
0.3	45	6.48385
0.3	45	-171.866
0.3	45	138.618
0.3	45	-127.975
0.3	45	99.5314
0.3	45	90.2083
0.3	45	95.0311
0.3	45	45.7295
0.3	45	-140.591
0.3	45	-112.07
0.3	45	89.2403
0.3	45	179.798
0.3	45	-112.467
0.3	45	-16.4238
0.3	45	147.486
0.3	45	140.076
0.3	45	133.232
0.3	45	85.7744
0.3	45	-7.17508
0.3	45	-152.735
0.3	45	-14.1655
0.3	45	102.978
0.3	45	146.654
0.3	45	55.5403
0.3	45	-1.77648
0.3	45	-83.392
0.3	45	-43.3281
0.3	45	39.9985
0.3	45	173.483
0.3	45	68.5453
0.3	45	41.5361
0.3	45	-162.838
0.3	45	-32.0183
0.3	45	141.853
0.3	45	-48.0191
0.3	45	139.339
0.3	45	53.8276
0.3	45	-64.7695
0.3	45	-5.32691
0.3	45	-22.2561
0.3	45	-23.0942
0.3	45	-155.785
0.3	45	-1.19977
0.3	45	-120.098
0.3	45	-163.229
0.3	45	-3.44066
0.3	45	163.586
0.3	45	171.794
0.3	45	175.049
0.3	45	178.717
0.3	45	-70.3857
0.3	45	153.813
0.3	45	24.3016
0.3	45	50.3547
0.3	45	14.9487
0.3	45	-146.79
0.3	45	-104.595
0.3	45	156.791
0.3	45	-42.1406
0.3	45	50.7672
0.3	45	120.638
0.3	45	53.5925
0.3	45	-77.7769
0.3	45	113.076
0.3	45	101.396
0.3	45	-137.484
0.3	45	88.7866
0.3	45	28.3668
0.3	45	-21.9183
0.3	45	30.6357
0.3	45	12.6112
0.3	45	141.038
0.3	45	107.2
0.3	45	-154.057
0.3	45	-79.2491
0.3	45	179.098
0.3	45	-2.35863
0.3	45	87.7247
0.3	45	-130.49
0.3	45	42.9337
0.3	45	-28.4665
0.3	45	76.2305
0.3	45	-29.0861
0.3	45	16.3702
0.3	45	179.296
0.3	45	-67.441
0.3	45	-118.231
0.3	45	-95.2181
0.3	45	-50.5409
0.3	45	106.6
0.3	45	-127.916
0.3	45	1.64824
0.3	45	96.3115
0.3	45	57.4444
0.3	45	-136.185
0.3	45	-156.09
0.3	45	4.12445
0.3	45	-82.1721
0.3	45	-68.7044
0.3	45	-125.106
0.3	45	123.605
0.3	45	156.645
0.3	45	-72.7748
0.3	45	-27.993
0.3	45	-140.844
0.3	45	45.8803
0.3	45	-83.4221
0.3	45	-76.1965
0.3	45	-97.3438
0.3	45	-135.19
0.3	45	0.81606
0.3	45	-72.6412
0.3	45	-147.072
0.3	45	69.51
0.3	45	59.2453
0.3	45	-145.564
0.3	45	89.1156
0.3	45	-35.9155
0.3	45	-70.8977
0.3	45	63.4739
0.3	45	-80.4143
0.3	45	64.7997
0.3	45	-172.537
0.3	45	-13.1642
0.3	45	138.326
0.3	45	-105.895
0.3	45	-120.457
0.3	45	77.1188
0.3	45	-40.7991
0.3	45	81.4207
0.3	45	-15.3002
0.3	45	-166.808
0.3	45	120.799
0.3	45	39.7226
0.3	45	45.7297
0.3	45	106.594
0.3	45	-39.6692
0.3	45	170.389
0.3	45	-32.9692
