pol.	phi	weight
0.3	-23.0538	1
0.3	-102.447	1
0.3	173.09	1
0.3	151.433	1
0.3	123.229	1
0.3	9.72295	1
0.3	-112.787	1
0.3	112.219	1
0.3	62.9484	1
0.3	-87.8461	1
0.3	-137.344	1
0.3	-89.7255	1
0.3	140.334	1
0.3	-169.32	1
0.3	-52.7121	1
0.3	41.6289	1
0.3	56.9795	1
0.3	-22.266	1
0.3	-51.8773	1
0.3	-107.771	1
0.3	-71.5501	1
0.3	32.7125	1
0.3	107.158	1
0.3	-88.6927	1
0.3	-58.7047	1
0.3	41.5148	1
0.3	138.866	1
0.3	-7.22938	1
0.3	87.5573	1
0.3	86.8627	1
0.3	-158.415	1
0.3	159.569	1
0.3	-57.7169	1
0.3	18.8291	1
0.3	-61.3674	1
0.3	-173.361	1
0.3	-21.5084	1
0.3	-92.3935	1
0.3	126.349	1
0.3	145.882	1
0.3	-37.4215	1
0.3	-145.663	1
0.3	102.203	1
0.3	10.8974	1
0.3	26.2961	1
0.3	-97.8248	1
0.3	107.533	1
0.3	-50.4956	1
0.3	-146.291	1
0.3	-150.282	1
0.3	74.2719	1
0.3	111.168	1
0.3	109.568	1
0.3	-159.964	1
0.3	-78.5654	1
0.3	-35.2456	1
0.3	-34.8698	1
0.3	139.591	1
0.3	-95.1215	1
0.3	-123.609	1
0.3	-23.2121	1
0.3	38.3366	1
0.3	22.5503	1
0.3	17.6468	1
0.3	80.67	1
0.3	144.867	1
0.3	-153.671	1
0.3	-52.6263	1
0.3	-161.109	1
0.3	45.528	1
0.3	127.877	1
0.3	4.80448	1
0.3	-95.8007	1
0.3	104.015	1
0.3	178.365	1
0.3	167.594	1
0.3	114.714	1
0.3	-110.717	1
0.3	-100.295	1
0.3	39.3213	1
0.3	148.378	1
0.3	151.889	1
0.3	-140.875	1
0.3	178.253	1
0.3	99.6313	1
0.3	-175.75	1
0.3	-50.7052	1
0.3	4.21749	1
0.3	-97.639	1
0.3	-118.024	1
0.3	141.053	1
0.3	-64.3382	1
0.3	-138.249	1
0.3	-167.205	1
0.3	-174.306	1
0.3	-37.7172	1
0.3	-68.2617	1
0.3	-80.4484	1
0.3	-69.3442	1
0.3	-113.194	1
0.3	75.0254	1
0.3	-154.519	1
0.3	70.1086	1
0.3	-73.58	1
0.3	119.576	1
0.3	114.401	1
0.3	-80.0237	1
0.3	155.959	1
0.3	160.677	1
0.3	158.121	1
0.3	-174.536	1
0.3	-139.241	1
0.3	101.112	1
0.3	22.9151	1
0.3	163.976	1
0.3	118.791	1
0.3	126.636	1
0.3	-94.1913	1
0.3	-21.2286	1
0.3	131.236	1
0.3	-63.9901	1
0.3	-59.1803	1
0.3	5.74294	1
0.3	-65.3797	1
0.3	90.0766	1
0.3	138.083	1
0.3	27.4509	1
0.3	169.091	1
0.3	-67.7447	1
0.3	96.9396	1
0.3	-176.568	1
0.3	-165.735	1
0.3	12.0911	1
0.3	108.542	1
0.3	74.2207	1
0.3	-113.786	1
0.3	111.279	1
0.3	-162.499	1
0.3	141.49	1
0.3	-123.461	1
0.3	132.148	1
0.3	102.056	1
0.3	-56.9646	1
0.3	18.595	1
0.3	81.8626	1
0.3	115.647	1
