pol.	phi	weight
0.3	-104.167	1
0.3	-132.661	1
0.3	117.59	1
0.3	83.9279	1
0.3	66.0866	1
0.3	70.9619	1
0.3	55.9794	1
0.3	1.41132	1
0.3	71.3956	1
0.3	-151.755	1
0.3	-66.2854	1
0.3	94.045	1
0.3	55.8203	1
0.3	-141.074	1
0.3	139.962	1
0.3	-50.7363	1
0.3	154.116	1
0.3	162.042	1
0.3	-153.836	1
0.3	153.756	1
0.3	-48.5121	1
0.3	173.342	1
0.3	24.1746	1
0.3	-22.7306	1
0.3	175.851	1
0.3	88.5015	1
0.3	136.38	1
0.3	-92.8238	1
0.3	58.7585	1
0.3	-94.8273	1
0.3	-176.919	1
0.3	-69.998	1
0.3	95.8463	1
0.3	-49.4086	1
0.3	-113.247	1
0.3	-86.2566	1
0.3	46.0876	1
0.3	-120.114	1
0.3	-10.966	1
0.3	136.802	1
0.3	-9.08454	1
0.3	-30.1665	1
0.3	-95.1759	1
0.3	-22.5171	1
0.3	137.793	1
0.3	-86.7545	1
0.3	-32.6063	1
0.3	141.812	1
0.3	24.9179	1
0.3	-159.892	1
0.3	-128.415	1
0.3	-132.254	1
0.3	-69.3521	1
0.3	-176.486	1
0.3	38.3981	1
0.3	-72.2843	1
0.3	133.961	1
0.3	-146.438	1
0.3	-88.7577	1
0.3	-77.2746	1
0.3	50.7534	1
0.3	-130.741	1
0.3	-43.1679	1
0.3	-154.299	1
0.3	33.725	1
0.3	132.474	1
0.3	108.156	1
0.3	88.0376	1
0.3	173.692	1
0.3	82.3438	1
0.3	-14.1334	1
0.3	-67.6874	1
0.3	121.292	1
0.3	-163.645	1
0.3	-143.437	1
0.3	-4.75723	1
0.3	163.66	1
0.3	-102.181	1
0.3	-7.21386	1
0.3	123.099	1
0.3	-107.93	1
0.3	19.42	1
0.3	-84.8844	1
0.3	106.539	1
0.3	-167.685	1
0.3	-129.67	1
0.3	167.399	1
0.3	-166.106	1
0.3	-56.2276	1
0.3	-77.6473	1
0.3	57.0448	1
0.3	-93.3144	1
0.3	-86.212	1
0.3	98.7221	1
0.3	-89.4637	1
0.3	64.4207	1
0.3	-110.351	1
0.3	-36.9596	1
0.3	44.3845	1
0.3	-86.0448	1
0.3	-175.193	1
0.3	-24.6298	1
0.3	-111.737	1
0.3	132.179	1
0.3	125.658	1
0.3	131.005	1
0.3	122.133	1
0.3	-137.859	1
0.3	-96.5817	1
0.3	35.1747	1
0.3	123.598	1
0.3	58.8772	1
0.3	22.6314	1
0.3	138.997	1
0.3	175.691	1
0.3	-2.38798	1
0.3	72.8106	1
0.3	-10.3336	1
0.3	177.142	1
0.3	-140.452	1
0.3	121.047	1
0.3	130.907	1
0.3	40.8288	1
0.3	178.207	1
0.3	86.284	1
0.3	118.696	1
0.3	41.6349	1
0.3	-147.255	1
0.3	95.3825	1
0.3	90.0747	1
0.3	26.7716	1
0.3	148.189	1
0.3	19.9212	1
0.3	26.6063	1
0.3	32.8152	1
0.3	179.827	1
0.3	-102.179	1
0.3	170.406	1
0.3	128.917	1
0.3	-37.3002	1
0.3	-67.2068	1
0.3	77.0566	1
0.3	-114.399	1
0.3	89.88	1
0.3	-177.313	1
0.3	-98.5599	1
0.3	-177.856	1
0.3	8.12138	1
0.3	-60.9853	1
0.3	133.478	1
0.3	-175.836	1
0.3	-154.037	1
0.3	174.361	1
0.3	10.7915	1
0.3	6.92751	1
0.3	132.005	1
0.3	-145.655	1
0.3	-15.151	1
0.3	60.6019	1
0.3	-92.2421	1
0.3	-19.8846	1
0.3	-176.043	1
0.3	137.399	1
0.3	-175.579	1
0.3	-49.9005	1
0.3	51.4197	1
0.3	177.709	1
0.3	64.2961	1
0.3	9.33724	1
0.3	138.027	1
0.3	16.7009	1
0.3	-174.631	1
0.3	153.277	1
0.3	73.554	1
0.3	-104.243	1
0.3	172.32	1
0.3	-45.5837	1
0.3	117.504	1
0.3	-30.0409	1
0.3	-38.8403	1
0.3	68.2466	1
0.3	-25.9314	1
0.3	93.0156	1
0.3	119.81	1
0.3	-134.621	1
0.3	39.0662	1
0.3	12.0065	1
0.3	-117.785	1
0.3	-97.2664	1
0.3	-9.02221	1
0.3	126.39	1
0.3	65.0931	1
0.3	86.3362	1
0.3	99.8873	1
0.3	-82.8122	1
0.3	86.3052	1
0.3	55.0043	1
0.3	-136.55	1
0.3	176.008	1
0.3	151.601	1
0.3	-147.634	1
0.3	-66.4858	-0.065
0.3	-65.6827	-0.065
0.3	-10.127	-0.065
0.3	-133.014	-0.065
0.3	-124.229	-0.065
0.3	81.006	-0.065
0.3	-86.1643	-0.065
0.3	-78.4091	-0.065
0.3	85.0781	-0.065
