pol.	phi	weight
0.3	-55.887	1
0.3	108.168	1
0.3	-179.514	1
0.3	128.705	1
0.3	-9.62756	1
0.3	-73.9656	1
0.3	90.2558	1
0.3	-172.001	1
0.3	-136.58	1
0.3	-142.719	1
0.3	-25.1393	1
0.3	-138.773	1
0.3	-80.189	1
0.3	70.2216	1
0.3	-90.5466	1
0.3	51.5019	1
0.3	43.1309	1
0.3	-65.0632	1
0.3	-27.3535	1
0.3	71.1797	1
0.3	54.4688	1
0.3	-109.762	1
0.3	63.7258	1
0.3	-53.124	1
0.3	-160.266	1
0.3	-77.2601	1
0.3	-62.5687	1
0.3	103.7	1
0.3	43.515	1
0.3	176.816	1
0.3	-19.4672	1
0.3	-93.0409	1
0.3	125.869	1
0.3	-77.2897	1
0.3	-94.4761	1
0.3	52.1222	1
0.3	20.3594	1
0.3	163.113	1
0.3	159.278	1
0.3	-55.455	1
0.3	-39.6021	1
0.3	-119.632	1
0.3	-178.951	1
0.3	62.2417	1
0.3	-146.277	1
0.3	10.0664	1
0.3	73.7286	1
0.3	23.3945	1
0.3	-3.7088	1
0.3	-141.694	1
0.3	-5.60438	1
0.3	113.916	1
0.3	-52.7536	1
0.3	5.21372	1
0.3	-28.1007	1
0.3	92.2862	1
0.3	-157.14	1
0.3	-31.6235	1
0.3	-168.076	1
0.3	128.93	1
0.3	-77.7833	1
0.3	-66.2635	1
0.3	-59.3757	1
0.3	-33.0193	1
0.3	-32.2677	1
0.3	74.6884	1
0.3	52.1683	1
0.3	-129.626	1
0.3	34.7049	1
0.3	144.623	1
0.3	-109.668	1
0.3	-125.679	1
0.3	153.197	1
0.3	-90.9018	1
0.3	-35.8989	1
0.3	138.866	1
0.3	129.367	1
0.3	-0.740144	1
0.3	67.1289	1
0.3	160.433	1
0.3	-123.017	1
0.3	-59.4743	1
0.3	-21.0435	1
0.3	13.0661	1
0.3	-172.672	1
0.3	-52.4481	1
0.3	-134.397	1
0.3	111.331	1
0.3	-179.567	1
0.3	-165.595	1
0.3	132.919	1
0.3	2.2951	1
0.3	170.354	1
0.3	-60.6524	1
0.3	-39.6868	1
0.3	-154.996	1
0.3	141.711	1
0.3	131.972	1
0.3	-136.077	1
0.3	105.676	1
0.3	-163.451	1
0.3	27.3388	1
0.3	173.262	1
0.3	56.0451	1
0.3	-77.6704	1
0.3	-132.159	1
0.3	-62.346	1
0.3	-119.184	1
0.3	-168.956	1
0.3	-91.4429	1
0.3	-124.679	1
0.3	-129.871	1
0.3	43.4728	1
0.3	128.014	1
0.3	43.2107	1
0.3	-141.738	1
0.3	-168.5	1
0.3	-134.432	1
0.3	86.3025	1
0.3	96.0096	1
