pol.	phi	weight
0.3	115.533	1
0.3	-82.8331	1
0.3	19.4394	1
0.3	92.9404	1
0.3	78.6781	1
0.3	-36.6125	1
0.3	23.4279	1
0.3	114.613	1
0.3	-175.542	1
0.3	-91.7564	1
0.3	15.1567	1
0.3	-58.7163	1
0.3	-141.087	1
0.3	55.9831	1
0.3	9.79046	1
0.3	-54.5177	1
0.3	105.758	1
0.3	1.44869	1
0.3	117.42	1
0.3	66.5948	1
0.3	38.2954	1
0.3	99.5989	1
0.3	-5.26777	1
0.3	50.0461	1
0.3	-176.67	1
0.3	-144.751	1
0.3	147.552	1
0.3	-179.16	1
0.3	-108.472	1
0.3	43.5147	1
0.3	-107.12	1
0.3	120.142	1
0.3	-3.8662	1
0.3	145.431	1
0.3	-141.958	1
0.3	-44.7988	1
0.3	127.902	1
0.3	119.531	1
0.3	165.133	1
0.3	-110.197	1
0.3	34.3704	1
0.3	-179.956	1
0.3	175.503	1
0.3	-28.7534	1
0.3	127.717	1
0.3	7.44669	1
0.3	18.4698	1
0.3	3.85033	1
0.3	-51.9565	1
0.3	-43.5355	1
0.3	48.4974	1
0.3	109.099	1
0.3	35.8103	1
0.3	111.828	1
0.3	49.5333	1
0.3	-26.6909	1
0.3	166.961	1
0.3	1.51233	1
0.3	-33.7246	1
0.3	-15.1717	1
0.3	155.037	1
0.3	-62.1721	1
0.3	114.045	1
0.3	136.079	1
0.3	15.7211	1
0.3	-171.195	1
0.3	-48.6423	1
0.3	87.0658	1
0.3	-64.9492	1
0.3	32.1378	1
0.3	100.609	1
0.3	167.256	1
0.3	4.06155	1
0.3	108.022	1
0.3	-59.4676	1
0.3	50.1836	1
0.3	89.8651	1
0.3	-88.669	1
0.3	25.0346	1
0.3	146.066	1
0.3	82.8368	1
0.3	-22.8221	1
0.3	-100.668	1
0.3	-23.7125	1
0.3	60.55	1
0.3	135.437	1
0.3	176.763	1
0.3	-40.5117	1
0.3	-63.3388	1
0.3	-50.3603	1
0.3	-18.7795	1
0.3	-148.411	1
0.3	-97.7008	1
