pol.	phi	weight
0.3	98.389	1
0.3	-56.2712	1
0.3	-162.057	1
0.3	-168.343	1
0.3	-105.213	1
0.3	-66.2518	1
0.3	-96.8133	1
0.3	-71.4554	1
0.3	-41.6062	1
0.3	84.2798	1
0.3	146.646	1
0.3	115.086	1
0.3	-85.2725	1
0.3	122.109	1
0.3	101.642	1
0.3	-111.721	1
0.3	114.285	1
0.3	-123.459	1
0.3	-141.763	1
0.3	-176.954	1
0.3	-59.1342	1
0.3	-175.347	1
0.3	-125.339	1
0.3	80.9665	1
0.3	-18.7017	1
0.3	34.191	1
0.3	-63.598	1
0.3	-19.6312	1
0.3	-18.4085	1
0.3	-14.3385	1
0.3	18.3836	1
0.3	1.30346	1
0.3	-95.4296	1
0.3	68.1456	1
0.3	59.5963	1
0.3	42.4448	1
0.3	165.099	1
0.3	-142.037	1
0.3	-52.7529	1
0.3	17.6381	1
0.3	59.8715	1
0.3	-58.9345	1
0.3	23.7447	1
0.3	-40.9203	1
0.3	141.337	1
0.3	-42.7103	1
0.3	-110.6	1
0.3	158.821	1
0.3	-137.546	1
0.3	-118.916	1
0.3	124.39	1
0.3	-96.1248	1
0.3	-16.7629	1
0.3	-17.0023	1
0.3	83.2938	1
0.3	26.554	1
0.3	31.1149	1
0.3	67.2067	1
0.3	-32.1269	1
0.3	81.0771	1
0.3	-97.0418	1
0.3	-47.3043	1
0.3	95.7275	1
0.3	40.7435	1
0.3	5.33874	1
0.3	94.6603	1
0.3	-131.778	1
0.3	-161.091	1
0.3	149.184	1
0.3	60.6718	1
0.3	17.4878	1
0.3	-171.792	1
0.3	-42.1491	1
0.3	159.703	1
0.3	125.28	1
0.3	108.828	1
0.3	-120.839	1
0.3	-141.333	1
0.3	55.8116	1
0.3	-84.8197	1
0.3	37.7782	1
0.3	-172.865	1
0.3	-145.71	1
0.3	156.197	1
0.3	79.6762	1
0.3	28.3337	1
0.3	-158.822	1
0.3	-161.245	1
0.3	28.4447	1
0.3	-163.22	1
0.3	-63.1736	1
0.3	-20.6753	1
0.3	-1.22654	1
0.3	37.5327	1
0.3	33.6802	1
0.3	154.664	1
0.3	16.1368	1
0.3	-129.827	1
0.3	-0.898355	1
0.3	163.436	1
0.3	-41.6872	1
0.3	-105.215	1
0.3	-79.8149	1
0.3	78.0562	1
0.3	-11.268	1
0.3	1.36665	1
0.3	24.4795	1
0.3	-116.681	1
0.3	-109.883	1
0.3	34.9848	1
0.3	-54.2908	1
0.3	56.5598	1
0.3	84.4641	1
0.3	171.228	1
0.3	-33.3476	1
0.3	144.161	1
0.3	116.918	1
0.3	32.9183	1
0.3	106.36	1
0.3	104.411	1
0.3	53.6551	1
0.3	-52.1142	1
0.3	-158.214	1
0.3	-56.3629	1
0.3	-95.8594	1
0.3	24.8361	1
0.3	95.5867	1
0.3	167.149	1
0.3	-116.285	1
0.3	109.307	1
0.3	-174.567	1
0.3	153.792	1
0.3	-79.9402	1
0.3	117.3	1
0.3	-87.4505	1
0.3	58.7569	1
0.3	-32.6333	1
0.3	-77.4549	1
0.3	25.0045	1
0.3	-115.854	1
0.3	48.4877	1
0.3	123.149	1
0.3	-63.6547	1
0.3	-87.7005	1
0.3	-170.606	1
0.3	-38.1789	1
0.3	15.7943	1
0.3	-34.5848	1
0.3	159.396	1
0.3	12.3341	1
0.3	37.5488	1
0.3	-92.1194	1
0.3	106.519	1
0.3	118.461	1
0.3	163.73	1
0.3	-175.482	1
0.3	-169.083	1
0.3	-121.893	1
0.3	-128.261	1
0.3	10.5259	1
0.3	69.5299	1
0.3	-79.4204	1
0.3	-22.3633	1
0.3	-19.6536	1
0.3	25.021	1
0.3	80.765	1
0.3	57.1518	1
0.3	34.9297	1
0.3	-99.4382	1
0.3	143.907	1
0.3	35.0829	1
0.3	86.1615	1
0.3	-154.982	1
0.3	-139.101	1
0.3	-40.1545	1
0.3	91.6364	1
0.3	162.66	1
0.3	-28.9163	1
0.3	49.722	1
0.3	38.5811	1
0.3	33.5158	1
0.3	81.2386	1
0.3	55.5723	1
0.3	-74.3666	1
0.3	-74.7576	1
0.3	-140.694	1
0.3	-6.08287	1
0.3	87.4005	1
0.3	179.755	1
0.3	-158.531	1
0.3	-113.529	1
0.3	-177.826	1
0.3	-90.2122	1
0.3	148.624	1
0.3	-90.8429	1
0.3	-56.085	1
0.3	-120.483	1
0.3	32.3472	1
0.3	-87.5333	1
0.3	-143.597	1
0.3	-3.09268	1
0.3	73.9962	1
0.3	85.5086	1
0.3	-22.2982	1
0.3	-2.13427	1
0.3	31.0271	1
0.3	163.983	1
0.3	15.3028	-0.065
0.3	13.4076	-0.065
